SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Wind Speed (Km/Hr)
55229,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-08 14:00:00,0.38
55230,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-08 15:00:00,1.0
55231,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-08 17:00:00,1.04
55232,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-08 18:00:00,1.99
55233,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-08 19:00:00,1.29
55234,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-08 20:00:00,1.94
55235,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-08 21:00:00,2.71
55236,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-08 22:00:00,2.84
55237,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-08 23:00:00,0.34
55238,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 00:00:00,1.01
55239,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 01:00:00,3.31
55240,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 02:00:00,1.37
55241,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 03:00:00,0.92
55242,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 04:00:00,1.94
55243,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 05:00:00,1.39
55244,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 06:00:00,1.44
55245,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 07:00:00,0.15
55246,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 08:00:00,0.87
55247,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 09:00:00,1.4
55248,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 10:00:00,1.5
55249,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 11:00:00,2.24
55250,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 12:00:00,1.72
55251,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 13:00:00,1.17
55252,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 14:00:00,1.52
55253,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 16:00:00,1.21
55254,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 17:00:00,2.18
55255,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 18:00:00,0.91
55256,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 19:00:00,0.31
55257,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 20:00:00,0.7
55258,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 21:00:00,0.34
55259,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 22:00:00,0.95
55260,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-09 23:00:00,1.03
55261,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 00:00:00,1.4
55262,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 01:00:00,0.54
55263,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 02:00:00,0.29
55264,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 03:00:00,0.57
55265,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 04:00:00,1.5
55266,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 05:00:00,0.58
55267,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 06:00:00,1.24
55268,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 07:00:00,0.7
55269,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 08:00:00,0.86
55270,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 09:00:00,0.54
55271,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 10:00:00,1.58
55272,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 11:00:00,0.99
55273,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 12:00:00,1.81
55274,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 13:00:00,4.19
55275,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 14:00:00,0.78
55276,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 15:00:00,1.43
55277,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 16:00:00,2.08
55278,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 17:00:00,1.56
55279,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 18:00:00,0.2
55280,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 19:00:00,0.41
55281,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 20:00:00,0.38
55282,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 21:00:00,1.56
55283,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 22:00:00,1.47
55284,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-10 23:00:00,0.95
55285,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-11 00:00:00,0.37
55286,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-11 01:00:00,0.27
55287,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-11 02:00:00,0.29
55288,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-11 03:00:00,0.54
55289,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-11 04:00:00,0.62
55290,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-11 05:00:00,1.25
55291,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-11 06:00:00,1.07
55292,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-11 07:00:00,0.26
55293,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-11 08:00:00,1.61
55294,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-11 09:00:00,0.81
55295,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-11 10:00:00,0.88
55296,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-11 11:00:00,2.19
55297,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-11 22:00:00,1.89
55298,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-11 23:00:00,1.66
55299,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 00:00:00,1.27
55300,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 01:00:00,0.84
55301,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 02:00:00,0.79
55302,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 03:00:00,0.77
55303,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 04:00:00,3.11
55304,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 05:00:00,0.94
55305,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 06:00:00,2.14
55306,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 07:00:00,3.34
55307,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 08:00:00,0.51
55308,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 09:00:00,1.13
55309,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 10:00:00,6.02
55310,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 11:00:00,3.95
55311,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 12:00:00,6.68
55312,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 13:00:00,0.98
55313,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 14:00:00,0.66
55314,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 15:00:00,3.26
55315,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 16:00:00,1.92
55316,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 17:00:00,1.75
55317,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 18:00:00,0.9
55318,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 19:00:00,0.47
55319,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 20:00:00,1.46
55320,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 21:00:00,1.51
55321,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 22:00:00,0.99
55322,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-12 23:00:00,0.65
55323,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 00:00:00,1.45
55324,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 01:00:00,0.93
55325,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 02:00:00,2.02
55326,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 03:00:00,0.96
55327,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 04:00:00,0.89
55328,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 05:00:00,0.68
55329,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 06:00:00,1.11
55330,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 07:00:00,0.37
55331,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 08:00:00,0.65
55332,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 09:00:00,1.91
55333,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 10:00:00,0.99
55334,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 11:00:00,1.46
55335,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 12:00:00,0.5
55336,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 13:00:00,1.64
55337,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 14:00:00,2.26
55338,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 15:00:00,2.12
55339,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 16:00:00,0.42
55340,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 17:00:00,1.88
55341,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 18:00:00,2.69
55342,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 19:00:00,1.05
55343,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 20:00:00,1.03
55344,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 21:00:00,0.88
55345,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 22:00:00,1.41
55346,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-13 23:00:00,0.49
55347,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 01:00:00,1.33
55348,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 03:00:00,0.7
55349,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 04:00:00,0.28
55350,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 05:00:00,0.41
55351,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 06:00:00,1.53
55352,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 07:00:00,1.32
55353,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 08:00:00,2.11
55354,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 09:00:00,1.66
55355,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 10:00:00,2.8
55356,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 11:00:00,1.65
55357,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 12:00:00,1.96
55358,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 13:00:00,3.37
55359,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 14:00:00,2.1
55360,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 15:00:00,1.35
55361,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 16:00:00,1.58
55362,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 17:00:00,2.56
55363,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 18:00:00,0.93
55364,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 19:00:00,1.02
55365,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 20:00:00,0.17
55366,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 21:00:00,0.62
55367,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 22:00:00,1.71
55368,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-14 23:00:00,0.74
55369,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 00:00:00,0.59
55370,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 01:00:00,0.95
55371,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 02:00:00,0.37
55372,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 03:00:00,1.19
55373,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 04:00:00,1.83
55374,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 05:00:00,1.7
55375,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 06:00:00,0.7
55376,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 07:00:00,1.42
55377,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 08:00:00,2.06
55378,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 09:00:00,2.13
55379,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 10:00:00,0.91
55380,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 11:00:00,0.51
55381,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 12:00:00,0.26
55382,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 13:00:00,0.85
55383,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 14:00:00,1.56
55384,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 15:00:00,0.55
55385,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 16:00:00,0.69
55386,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 17:00:00,0.7
55387,"RSD Dam Site, Punjab",Punjab SW,3,Punjab,662,PATHANKOT,-,-,-,-,-,-,-,-,-,32.443262,75.731494,2024-07-15 18:00:00,0.29
