latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
30.07847,75.54811,343.81,0.39,0.59,2024-05-14,719,N20,VIIRS,l,2,317.08,2.97,D,0
30.32062,76.53625,367.0,0.33,0.56,2024-05-14,719,N20,VIIRS,h,2,319.59,6.04,D,0
30.31983,76.53289,346.13,0.33,0.56,2024-05-14,719,N20,VIIRS,n,2,318.99,6.04,D,0
30.33577,76.57825,367.0,0.33,0.55,2024-05-14,719,N20,VIIRS,h,2,318.58,6.27,D,0
30.07098,75.47092,367.0,0.39,0.59,2024-05-14,719,N20,VIIRS,h,2,316.39,10.52,D,0
30.34201,76.6049,355.5,0.33,0.55,2024-05-14,719,N20,VIIRS,n,2,315.18,6.19,D,0
30.23511,76.15183,349.22,0.35,0.57,2024-05-14,719,N20,VIIRS,n,2,318.07,6.33,D,0
30.26354,76.24878,338.69,0.35,0.57,2024-05-14,719,N20,VIIRS,l,2,312.95,3.93,D,0
30.22577,76.0897,345.97,0.36,0.57,2024-05-14,719,N20,VIIRS,n,2,314.26,4.58,D,0
30.07627,75.46925,350.37,0.39,0.59,2024-05-14,719,N20,VIIRS,n,2,315.06,7.3,D,0
30.24443,76.12223,367.0,0.35,0.57,2024-05-14,719,N20,VIIRS,h,2,315.53,8.39,D,0
30.35371,76.58703,341.43,0.33,0.55,2024-05-14,719,N20,VIIRS,n,2,315.51,8.05,D,0
30.22914,76.05785,343.61,0.36,0.57,2024-05-14,719,N20,VIIRS,n,2,311.05,1.04,D,0
29.92353,74.80204,340.91,0.43,0.62,2024-05-14,719,N20,VIIRS,l,2,311.69,4.67,D,0
30.35865,76.58551,367.0,0.33,0.55,2024-05-14,719,N20,VIIRS,h,2,317.26,8.05,D,0
30.15874,75.74017,367.0,0.37,0.58,2024-05-14,719,N20,VIIRS,h,2,315.97,8.77,D,0
30.35787,76.58218,352.57,0.33,0.55,2024-05-14,719,N20,VIIRS,n,2,316.23,10.88,D,0
30.26625,76.19146,348.21,0.35,0.57,2024-05-14,719,N20,VIIRS,n,2,315.02,7.07,D,0
30.15784,75.73642,356.28,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,318.52,8.77,D,0
30.14604,75.68734,349.44,0.38,0.59,2024-05-14,719,N20,VIIRS,n,2,315.93,5.35,D,0
30.14513,75.68355,350.72,0.38,0.59,2024-05-14,719,N20,VIIRS,n,2,319.08,5.35,D,0
30.28289,76.23902,367.0,0.35,0.57,2024-05-14,719,N20,VIIRS,h,2,316.29,10.06,D,0
30.19954,75.88735,367.0,0.37,0.58,2024-05-14,719,N20,VIIRS,h,2,322.55,17.19,D,0
30.19866,75.88366,367.0,0.37,0.58,2024-05-14,719,N20,VIIRS,h,2,322.14,17.19,D,0
30.401,76.74548,341.69,0.32,0.55,2024-05-14,719,N20,VIIRS,l,2,311.97,4.46,D,0
30.05602,75.29232,352.79,0.4,0.6,2024-05-14,719,N20,VIIRS,n,2,311.06,8.88,D,0
30.05504,75.28831,351.67,0.4,0.6,2024-05-14,719,N20,VIIRS,n,2,312.69,8.94,D,0
30.39304,76.68837,367.0,0.33,0.55,2024-05-14,719,N20,VIIRS,h,2,313.27,5.32,D,0
30.12333,75.54631,367.0,0.39,0.59,2024-05-14,719,N20,VIIRS,h,2,313.89,9.37,D,0
30.3938,76.69164,344.5,0.33,0.55,2024-05-14,719,N20,VIIRS,n,2,312.41,5.32,D,0
30.24528,76.05667,344.39,0.36,0.57,2024-05-14,719,N20,VIIRS,l,2,314.57,2.72,D,0
30.12239,75.54245,354.62,0.39,0.59,2024-05-14,719,N20,VIIRS,n,2,315.46,9.37,D,0
30.05451,75.26251,345.51,0.4,0.6,2024-05-14,719,N20,VIIRS,n,2,311.83,5.67,D,0
30.0147,75.09966,343.88,0.41,0.61,2024-05-14,719,N20,VIIRS,n,2,311.35,4.58,D,0
29.96326,74.89068,337.63,0.42,0.61,2024-05-14,719,N20,VIIRS,l,2,312.41,4.06,D,0
30.15713,75.66342,353.44,0.38,0.59,2024-05-14,719,N20,VIIRS,n,2,317.56,5.34,D,0
30.15074,75.63676,343.81,0.38,0.59,2024-05-14,719,N20,VIIRS,n,2,314.3,3.3,D,0
30.23925,75.98483,349.28,0.36,0.57,2024-05-14,719,N20,VIIRS,n,2,318.13,6.05,D,0
30.28324,76.14824,347.67,0.35,0.57,2024-05-14,719,N20,VIIRS,n,2,317.35,6.82,D,0
30.28241,76.1447,355.28,0.35,0.57,2024-05-14,719,N20,VIIRS,n,2,319.29,6.82,D,0
30.01062,75.01155,340.74,0.42,0.61,2024-05-14,719,N20,VIIRS,l,2,314.04,4.51,D,0
29.97546,74.86833,339.79,0.43,0.62,2024-05-14,719,N20,VIIRS,l,2,312.14,5.2,D,0
30.03828,75.10091,351.74,0.41,0.61,2024-05-14,719,N20,VIIRS,n,2,311.16,5.22,D,0
29.88455,74.4771,335.13,0.45,0.63,2024-05-14,719,N20,VIIRS,l,2,307.7,4.37,D,0
29.82966,74.25769,348.67,0.47,0.64,2024-05-14,719,N20,VIIRS,n,2,310.05,7.32,D,0
30.40849,76.6413,367.0,0.33,0.55,2024-05-14,719,N20,VIIRS,h,2,317.12,6.58,D,0
30.196,75.73242,337.78,0.37,0.58,2024-05-14,719,N20,VIIRS,l,2,312.59,2.92,D,0
30.26909,76.01822,367.0,0.36,0.57,2024-05-14,719,N20,VIIRS,h,2,313.81,8.35,D,0
30.17139,75.60553,367.0,0.38,0.59,2024-05-14,719,N20,VIIRS,h,2,319.72,11.52,D,0
30.40122,76.58672,346.98,0.33,0.55,2024-05-14,719,N20,VIIRS,n,2,316.03,3.73,D,0
30.26823,76.01461,354.15,0.36,0.57,2024-05-14,719,N20,VIIRS,n,2,315.93,7.96,D,0
30.02587,75.00211,346.79,0.42,0.61,2024-05-14,719,N20,VIIRS,n,2,313.77,4.88,D,0
29.93006,74.58762,336.63,0.44,0.63,2024-05-14,719,N20,VIIRS,n,2,304.96,4.2,D,0
29.92896,74.58318,342.99,0.44,0.63,2024-05-14,719,N20,VIIRS,n,2,308.85,4.85,D,0
30.31433,76.16504,367.0,0.35,0.57,2024-05-14,719,N20,VIIRS,h,2,318.68,12.29,D,0
30.18458,75.61365,367.0,0.38,0.59,2024-05-14,719,N20,VIIRS,h,2,315.5,7.87,D,0
30.31351,76.1615,354.86,0.35,0.57,2024-05-14,719,N20,VIIRS,n,2,321.27,11.74,D,0
29.68634,73.59302,337.17,0.51,0.66,2024-05-14,719,N20,VIIRS,l,2,310.08,5.03,D,0
30.08207,75.16184,367.0,0.41,0.6,2024-05-14,719,N20,VIIRS,h,2,313.16,18.89,D,0
30.30618,76.1067,350.63,0.35,0.57,2024-05-14,719,N20,VIIRS,n,2,315.92,7.4,D,0
30.08108,75.15776,339.48,0.41,0.6,2024-05-14,719,N20,VIIRS,n,2,311.99,12.76,D,0
29.96389,74.67636,336.17,0.44,0.62,2024-05-14,719,N20,VIIRS,l,2,310.46,2.25,D,0
29.96281,74.67199,338.29,0.44,0.62,2024-05-14,719,N20,VIIRS,l,2,310.74,2.25,D,0
30.24137,75.80649,367.0,0.37,0.58,2024-05-14,719,N20,VIIRS,h,2,316.25,8.88,D,0
30.38618,76.42899,340.12,0.34,0.56,2024-05-14,719,N20,VIIRS,n,2,314.4,2.72,D,0
30.23346,75.77293,352.77,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,316.99,6.64,D,0
30.17217,75.51402,338.55,0.39,0.59,2024-05-14,719,N20,VIIRS,l,2,312.46,3.06,D,0
30.11178,75.26131,342.36,0.4,0.6,2024-05-14,719,N20,VIIRS,l,2,313.94,4.83,D,0
30.175,75.60529,355.92,0.38,0.59,2024-05-14,719,N20,VIIRS,n,2,314.46,8.32,D,0
30.31626,76.16467,344.48,0.35,0.57,2024-05-14,719,N20,VIIRS,l,2,315.29,12.04,D,0
30.31541,76.16116,354.89,0.35,0.57,2024-05-14,719,N20,VIIRS,n,2,320.04,15.01,D,0
30.18304,75.61507,348.72,0.38,0.59,2024-05-14,719,N20,VIIRS,n,2,313.3,5.63,D,0
29.92968,74.59962,337.59,0.44,0.62,2024-05-14,719,N20,VIIRS,l,2,310.96,4.84,D,0
30.30774,76.10654,353.08,0.35,0.57,2024-05-14,719,N20,VIIRS,n,2,314.87,7.78,D,0
30.43325,76.61215,349.83,0.33,0.55,2024-05-14,719,N20,VIIRS,n,2,318.15,6.15,D,0
30.24107,75.80729,346.17,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,315.89,7.35,D,0
30.24017,75.80358,353.43,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,316.08,7.77,D,0
30.23295,75.77384,349.04,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,316.08,6.53,D,0
30.08302,75.16312,348.72,0.41,0.6,2024-05-14,719,N20,VIIRS,n,2,311.93,12.81,D,0
30.08201,75.15905,351.34,0.41,0.6,2024-05-14,719,N20,VIIRS,n,2,316.08,17.77,D,0
29.96075,74.67491,353.74,0.44,0.62,2024-05-14,719,N20,VIIRS,n,2,311.04,5.06,D,0
30.43584,76.60072,347.04,0.33,0.55,2024-05-14,719,N20,VIIRS,n,2,314.94,4.65,D,0
30.39713,76.43645,348.4,0.34,0.56,2024-05-14,719,N20,VIIRS,n,2,315.85,5.79,D,0
30.37533,76.34439,340.41,0.34,0.56,2024-05-14,719,N20,VIIRS,l,2,313.67,2.33,D,0
30.33647,76.18108,349.95,0.35,0.57,2024-05-14,719,N20,VIIRS,n,2,313.61,6.85,D,0
30.11336,75.26228,338.08,0.4,0.6,2024-05-14,719,N20,VIIRS,l,2,312.38,4.3,D,0
30.27363,75.89618,367.0,0.36,0.58,2024-05-14,719,N20,VIIRS,h,2,316.16,16.01,D,0
30.2954,75.96378,354.33,0.36,0.57,2024-05-14,719,N20,VIIRS,n,2,323.26,20.76,D,0
30.374,76.27068,367.0,0.34,0.56,2024-05-14,719,N20,VIIRS,h,2,317.2,9.16,D,0
30.29442,75.93674,344.19,0.36,0.58,2024-05-14,719,N20,VIIRS,n,2,316.35,3.22,D,0
30.24191,75.71868,352.4,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,313.06,8.42,D,0
30.241,75.71492,354.66,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,312.98,8.17,D,0
30.42973,76.48438,367.0,0.33,0.56,2024-05-14,719,N20,VIIRS,h,2,317.24,9.26,D,0
30.16586,75.38264,367.0,0.39,0.6,2024-05-14,719,N20,VIIRS,h,2,315.65,7.2,D,0
30.49518,76.76492,342.7,0.32,0.55,2024-05-14,719,N20,VIIRS,n,2,312.08,3.27,D,0
30.49442,76.76168,342.25,0.32,0.55,2024-05-14,719,N20,VIIRS,l,2,315.51,3.27,D,0
30.42894,76.48102,351.92,0.33,0.56,2024-05-14,719,N20,VIIRS,n,2,318.71,9.63,D,0
30.3365,76.08988,355.51,0.35,0.57,2024-05-14,719,N20,VIIRS,n,2,316.3,8.33,D,0
30.29955,75.93513,345.66,0.36,0.58,2024-05-14,719,N20,VIIRS,n,2,314.5,4.28,D,0
30.08047,75.03549,356.34,0.41,0.61,2024-05-14,719,N20,VIIRS,n,2,312.4,7.32,D,0
29.95963,74.55157,335.98,0.44,0.63,2024-05-14,719,N20,VIIRS,l,2,307.43,4.21,D,0
30.4339,76.47948,367.0,0.33,0.56,2024-05-14,719,N20,VIIRS,h,2,318.75,9.63,D,0
30.43469,76.48286,342.36,0.33,0.56,2024-05-14,719,N20,VIIRS,n,2,315.95,9.26,D,0
30.44201,76.49143,343.9,0.33,0.56,2024-05-14,719,N20,VIIRS,l,2,318.11,6.46,D,0
30.00377,74.67971,338.25,0.44,0.62,2024-05-14,719,N20,VIIRS,l,2,311.94,3.85,D,0
29.78792,73.82923,343.22,0.49,0.65,2024-05-14,719,N20,VIIRS,n,2,309.17,4.52,D,0
30.17887,75.36571,367.0,0.39,0.6,2024-05-14,719,N20,VIIRS,h,2,313.78,20.36,D,0
30.44853,76.49661,343.55,0.33,0.56,2024-05-14,719,N20,VIIRS,l,2,318.19,6.99,D,0
30.30359,75.88283,347.61,0.36,0.58,2024-05-14,719,N20,VIIRS,n,2,315.64,5.02,D,0
30.1913,75.41679,348.06,0.39,0.59,2024-05-14,719,N20,VIIRS,n,2,313.11,3.53,D,0
30.17791,75.36176,352.37,0.39,0.6,2024-05-14,719,N20,VIIRS,n,2,315.28,17.39,D,0
30.04788,74.83294,339.05,0.43,0.62,2024-05-14,719,N20,VIIRS,l,2,312.12,3.19,D,0
29.95614,74.4658,336.32,0.45,0.63,2024-05-14,719,N20,VIIRS,l,2,307.64,3.18,D,0
30.31483,75.90679,367.0,0.36,0.58,2024-05-14,719,N20,VIIRS,h,2,316.05,8.53,D,0
30.05967,74.85666,367.0,0.42,0.61,2024-05-14,719,N20,VIIRS,h,2,313.01,8.78,D,0
30.42659,76.37995,341.17,0.34,0.56,2024-05-14,719,N20,VIIRS,l,2,313.27,2.79,D,0
30.36269,76.10841,343.83,0.35,0.57,2024-05-14,719,N20,VIIRS,l,2,317.48,6.6,D,0
30.32696,75.95777,339.96,0.36,0.57,2024-05-14,719,N20,VIIRS,l,2,314.49,2.84,D,0
30.31395,75.90314,354.58,0.36,0.58,2024-05-14,719,N20,VIIRS,n,2,319.76,8.53,D,0
30.03421,74.75404,342.37,0.43,0.62,2024-05-14,719,N20,VIIRS,l,2,313.12,7.21,D,0
30.3398,75.9887,367.0,0.36,0.57,2024-05-14,719,N20,VIIRS,h,2,316.38,8.31,D,0
30.18563,75.3465,348.71,0.39,0.6,2024-05-14,719,N20,VIIRS,n,2,313.81,5.52,D,0
30.09626,74.98105,346.16,0.42,0.61,2024-05-14,719,N20,VIIRS,n,2,313.3,5.02,D,0
30.21754,75.4547,342.9,0.39,0.59,2024-05-14,719,N20,VIIRS,n,2,312.69,4.02,D,0
30.20429,75.39993,340.72,0.39,0.59,2024-05-14,719,N20,VIIRS,l,2,312.69,2.44,D,0
30.15985,75.21696,345.7,0.4,0.6,2024-05-14,719,N20,VIIRS,n,2,311.24,3.34,D,0
30.04748,74.73573,367.0,0.43,0.62,2024-05-14,719,N20,VIIRS,h,2,313.56,12.36,D,0
30.16519,75.21524,344.24,0.4,0.6,2024-05-14,719,N20,VIIRS,n,2,313.18,3.34,D,0
30.13144,75.0769,335.96,0.41,0.61,2024-05-14,719,N20,VIIRS,l,2,309.97,3.31,D,0
30.13044,75.07278,342.92,0.41,0.61,2024-05-14,719,N20,VIIRS,n,2,311.86,4.19,D,0
30.35084,75.96581,367.0,0.36,0.57,2024-05-14,719,N20,VIIRS,h,2,318.51,16.0,D,0
30.32927,75.87469,367.0,0.36,0.58,2024-05-14,719,N20,VIIRS,h,2,315.26,6.4,D,0
30.32666,75.86371,338.65,0.37,0.58,2024-05-14,719,N20,VIIRS,l,2,313.51,3.7,D,0
30.30542,75.75093,340.94,0.37,0.58,2024-05-14,719,N20,VIIRS,l,2,315.69,3.94,D,0
30.05099,74.70183,356.11,0.43,0.62,2024-05-14,719,N20,VIIRS,n,2,312.0,8.2,D,0
30.48242,76.48255,346.62,0.33,0.56,2024-05-14,719,N20,VIIRS,n,2,315.16,4.6,D,0
30.30241,75.69141,367.0,0.37,0.58,2024-05-14,719,N20,VIIRS,h,2,313.56,7.64,D,0
30.35418,75.9101,347.25,0.36,0.58,2024-05-14,719,N20,VIIRS,n,2,315.31,6.35,D,0
30.28439,75.6157,344.15,0.38,0.59,2024-05-14,719,N20,VIIRS,n,2,311.29,3.43,D,0
30.26337,75.52764,340.03,0.38,0.59,2024-05-14,719,N20,VIIRS,l,2,311.81,3.24,D,0
30.55293,76.74379,367.0,0.32,0.55,2024-05-14,719,N20,VIIRS,h,2,312.32,5.45,D,0
30.36445,75.93034,367.0,0.36,0.57,2024-05-14,719,N20,VIIRS,h,2,318.01,7.52,D,0
30.3236,75.75721,338.5,0.37,0.58,2024-05-14,719,N20,VIIRS,l,2,313.32,4.55,D,0
30.30133,75.66333,354.0,0.38,0.58,2024-05-14,719,N20,VIIRS,n,2,315.5,6.51,D,0
30.3119,75.68431,367.0,0.37,0.58,2024-05-14,719,N20,VIIRS,h,2,315.7,4.94,D,0
30.5578,76.74229,341.4,0.32,0.55,2024-05-14,719,N20,VIIRS,n,2,311.56,5.45,D,0
30.30184,75.61829,367.0,0.38,0.59,2024-05-14,719,N20,VIIRS,h,2,312.47,11.12,D,0
30.28915,75.56485,367.0,0.38,0.59,2024-05-14,719,N20,VIIRS,h,2,316.24,9.69,D,0
30.39501,76.01387,349.41,0.36,0.57,2024-05-14,719,N20,VIIRS,n,2,315.5,4.36,D,0
30.33833,75.77255,347.98,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,316.9,4.7,D,0
30.24469,75.37847,341.8,0.39,0.59,2024-05-14,719,N20,VIIRS,l,2,314.58,5.65,D,0
30.48142,76.36285,367.0,0.34,0.56,2024-05-14,719,N20,VIIRS,h,2,315.74,6.16,D,0
30.48063,76.35943,353.32,0.34,0.56,2024-05-14,719,N20,VIIRS,n,2,315.75,6.16,D,0
30.35049,75.80062,353.21,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,313.81,9.24,D,0
30.34962,75.79691,353.55,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,318.19,9.24,D,0
30.33205,75.72236,351.43,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,315.0,4.88,D,0
30.12177,74.8455,337.8,0.42,0.61,2024-05-14,719,N20,VIIRS,l,2,312.44,1.52,D,0
30.36467,75.92992,367.0,0.36,0.57,2024-05-14,719,N20,VIIRS,h,2,317.63,7.91,D,0
30.29984,75.66369,354.47,0.38,0.58,2024-05-14,719,N20,VIIRS,n,2,315.48,7.9,D,0
30.2878,75.61456,339.33,0.38,0.59,2024-05-14,719,N20,VIIRS,l,2,311.06,4.0,D,0
30.54087,76.645,345.07,0.32,0.55,2024-05-14,719,N20,VIIRS,l,2,315.47,5.4,D,0
30.47937,76.36265,367.0,0.34,0.56,2024-05-14,719,N20,VIIRS,h,2,315.93,6.21,D,0
30.31574,75.68297,367.0,0.37,0.58,2024-05-14,719,N20,VIIRS,h,2,316.86,6.92,D,0
30.28706,75.56559,367.0,0.38,0.59,2024-05-14,719,N20,VIIRS,h,2,313.57,9.14,D,0
30.43739,76.18658,339.09,0.35,0.57,2024-05-14,719,N20,VIIRS,l,2,313.61,3.57,D,0
30.39576,76.01315,349.34,0.36,0.57,2024-05-14,719,N20,VIIRS,n,2,315.64,4.34,D,0
30.33756,75.77259,348.91,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,317.14,5.13,D,0
30.30009,75.61884,336.56,0.38,0.59,2024-05-14,719,N20,VIIRS,n,2,311.13,5.62,D,0
30.3053,75.61719,367.0,0.38,0.59,2024-05-14,719,N20,VIIRS,h,2,314.02,5.62,D,0
30.55298,76.65183,343.89,0.32,0.55,2024-05-14,719,N20,VIIRS,l,2,316.07,4.78,D,0
30.48436,76.3611,343.25,0.34,0.56,2024-05-14,719,N20,VIIRS,n,2,314.6,6.21,D,0
30.37827,75.91782,348.68,0.36,0.57,2024-05-14,719,N20,VIIRS,n,2,315.97,5.88,D,0
30.34991,75.80061,349.18,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,313.69,9.38,D,0
30.34902,75.7969,354.01,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,318.86,9.38,D,0
30.33097,75.72256,349.65,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,313.9,4.47,D,0
30.24571,75.37416,346.53,0.39,0.59,2024-05-14,719,N20,VIIRS,l,2,317.67,5.67,D,0
30.30774,75.60417,367.0,0.38,0.59,2024-05-14,719,N20,VIIRS,h,2,316.28,11.2,D,0
30.43153,76.11671,341.49,0.35,0.57,2024-05-14,719,N20,VIIRS,l,2,314.36,4.89,D,0
30.42983,76.10964,344.29,0.35,0.57,2024-05-14,719,N20,VIIRS,l,2,317.41,7.03,D,0
30.38339,75.91621,348.32,0.36,0.57,2024-05-14,719,N20,VIIRS,n,2,316.81,5.83,D,0
30.30681,75.60036,353.56,0.38,0.59,2024-05-14,719,N20,VIIRS,n,2,317.84,11.2,D,0
30.56965,76.67824,367.0,0.32,0.55,2024-05-14,719,N20,VIIRS,h,2,315.96,8.23,D,0
30.21518,75.20388,367.0,0.4,0.6,2024-05-14,719,N20,VIIRS,h,2,312.22,6.47,D,0
30.56889,76.67498,352.18,0.32,0.55,2024-05-14,719,N20,VIIRS,n,2,320.97,8.23,D,0
30.12593,74.84502,340.35,0.42,0.61,2024-05-14,719,N20,VIIRS,l,2,312.51,4.08,D,0
30.39624,75.92387,367.0,0.36,0.57,2024-05-14,719,N20,VIIRS,h,2,317.37,7.24,D,0
30.06087,74.56261,335.09,0.44,0.62,2024-05-14,719,N20,VIIRS,l,2,307.35,1.8,D,0
30.56182,76.59982,367.0,0.33,0.55,2024-05-14,719,N20,VIIRS,h,2,316.88,12.58,D,0
30.53455,76.48343,367.0,0.33,0.55,2024-05-14,719,N20,VIIRS,h,2,315.95,10.93,D,0
30.22089,75.18029,367.0,0.4,0.6,2024-05-14,719,N20,VIIRS,h,2,314.84,11.81,D,0
30.56105,76.5965,353.27,0.33,0.55,2024-05-14,719,N20,VIIRS,n,2,322.89,13.45,D,0
30.53376,76.48008,352.52,0.33,0.55,2024-05-14,719,N20,VIIRS,n,2,323.07,10.93,D,0
30.45256,76.1366,344.43,0.35,0.57,2024-05-14,719,N20,VIIRS,n,2,315.99,3.47,D,0
30.40136,75.92226,347.85,0.36,0.57,2024-05-14,719,N20,VIIRS,n,2,316.62,7.24,D,0
30.0519,74.50325,348.53,0.44,0.63,2024-05-14,719,N20,VIIRS,n,2,309.35,4.67,D,0
30.22624,75.17857,367.0,0.4,0.6,2024-05-14,719,N20,VIIRS,h,2,314.58,14.08,D,0
30.14334,74.84393,367.0,0.42,0.61,2024-05-14,719,N20,VIIRS,h,2,310.48,14.0,D,0
30.5395,76.4819,346.16,0.33,0.55,2024-05-14,719,N20,VIIRS,n,2,315.89,5.76,D,0
30.38013,75.81094,343.35,0.37,0.58,2024-05-14,719,N20,VIIRS,l,2,315.73,5.0,D,0
30.26155,75.32233,342.95,0.39,0.6,2024-05-14,719,N20,VIIRS,l,2,315.21,4.69,D,0
30.20521,75.0933,342.46,0.41,0.6,2024-05-14,719,N20,VIIRS,l,2,312.81,3.52,D,0
30.14229,74.8397,352.92,0.42,0.61,2024-05-14,719,N20,VIIRS,n,2,314.58,14.0,D,0
30.09179,74.63783,336.38,0.44,0.62,2024-05-14,719,N20,VIIRS,l,2,311.1,3.45,D,0
30.05746,74.50141,351.48,0.44,0.63,2024-05-14,719,N20,VIIRS,n,2,309.03,4.37,D,0
30.25617,75.277,340.23,0.4,0.6,2024-05-14,719,N20,VIIRS,l,2,313.78,4.9,D,0
30.48513,76.20547,367.0,0.35,0.56,2024-05-14,719,N20,VIIRS,h,2,318.76,11.45,D,0
30.48431,76.20198,343.01,0.35,0.56,2024-05-14,719,N20,VIIRS,n,2,311.91,11.45,D,0
30.48349,76.1985,353.43,0.35,0.56,2024-05-14,719,N20,VIIRS,n,2,321.68,19.57,D,0
30.08967,74.58172,337.36,0.44,0.62,2024-05-14,719,N20,VIIRS,l,2,308.97,1.91,D,0
29.89264,73.80695,337.93,0.49,0.65,2024-05-14,719,N20,VIIRS,l,2,308.24,3.33,D,0
29.87483,73.73795,347.48,0.5,0.66,2024-05-14,719,N20,VIIRS,n,2,309.55,6.97,D,0
30.44923,76.03101,367.0,0.35,0.57,2024-05-14,719,N20,VIIRS,h,2,315.73,8.28,D,0
29.88192,73.74094,367.0,0.5,0.66,2024-05-14,719,N20,VIIRS,h,2,310.08,6.97,D,0
30.34791,75.60772,342.87,0.38,0.59,2024-05-14,719,N20,VIIRS,l,2,317.36,5.2,D,0
30.25214,75.21366,340.65,0.4,0.6,2024-05-14,719,N20,VIIRS,l,2,312.37,6.39,D,0
30.45685,76.04011,367.0,0.35,0.57,2024-05-14,719,N20,VIIRS,h,2,318.26,9.85,D,0
30.4577,76.04368,343.54,0.35,0.57,2024-05-14,719,N20,VIIRS,n,2,314.68,6.86,D,0
30.4424,75.97919,345.32,0.36,0.57,2024-05-14,719,N20,VIIRS,n,2,314.06,5.64,D,0
30.43211,75.93594,345.74,0.36,0.57,2024-05-14,719,N20,VIIRS,n,2,315.92,4.58,D,0
30.28659,75.3313,345.31,0.39,0.6,2024-05-14,719,N20,VIIRS,n,2,311.85,4.98,D,0
30.41903,75.85789,338.17,0.36,0.58,2024-05-14,719,N20,VIIRS,l,2,311.29,3.73,D,0
30.41816,75.85424,339.02,0.36,0.58,2024-05-14,719,N20,VIIRS,l,2,313.73,3.73,D,0
30.35741,75.6006,347.42,0.38,0.59,2024-05-14,719,N20,VIIRS,n,2,312.21,4.74,D,0
30.0808,74.47442,347.61,0.45,0.63,2024-05-14,719,N20,VIIRS,n,2,310.71,4.87,D,0
30.19476,74.90906,340.45,0.42,0.61,2024-05-14,719,N20,VIIRS,l,2,314.29,5.0,D,0
30.58188,76.50465,348.2,0.33,0.55,2024-05-14,719,N20,VIIRS,l,2,318.46,5.21,D,0
30.39042,75.6916,351.49,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,313.48,5.5,D,0
30.37329,75.62,342.25,0.38,0.58,2024-05-14,719,N20,VIIRS,n,2,311.15,2.5,D,0
30.08747,74.45288,340.93,0.45,0.63,2024-05-14,719,N20,VIIRS,l,2,310.93,4.31,D,0
30.53958,76.29989,343.78,0.34,0.56,2024-05-14,719,N20,VIIRS,n,2,314.56,4.01,D,0
30.47799,76.03727,345.25,0.35,0.57,2024-05-14,719,N20,VIIRS,n,2,313.65,3.33,D,0
30.41604,75.77569,355.49,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,310.98,5.96,D,0
30.40985,75.74967,340.58,0.37,0.58,2024-05-14,719,N20,VIIRS,l,2,315.32,3.29,D,0
30.2462,75.0712,340.1,0.41,0.6,2024-05-14,719,N20,VIIRS,l,2,315.02,5.36,D,0
30.46277,75.94955,348.9,0.36,0.57,2024-05-14,719,N20,VIIRS,n,2,315.68,4.75,D,0
30.35995,75.51754,351.31,0.38,0.59,2024-05-14,719,N20,VIIRS,n,2,313.75,4.9,D,0
30.29335,75.21761,367.0,0.4,0.6,2024-05-14,719,N20,VIIRS,h,2,310.89,12.08,D,0
30.30591,75.26953,349.41,0.4,0.6,2024-05-14,719,N20,VIIRS,n,2,312.53,5.14,D,0
30.29237,75.21358,355.53,0.4,0.6,2024-05-14,719,N20,VIIRS,n,2,315.74,12.89,D,0
30.40579,75.66245,367.0,0.37,0.58,2024-05-14,719,N20,VIIRS,h,2,315.94,7.17,D,0
30.33691,75.37447,336.91,0.39,0.59,2024-05-14,719,N20,VIIRS,l,2,311.83,1.67,D,0
30.45321,75.83917,367.0,0.36,0.58,2024-05-14,719,N20,VIIRS,h,2,318.59,6.8,D,0
30.46869,75.90486,351.45,0.36,0.57,2024-05-14,719,N20,VIIRS,n,2,313.15,4.31,D,0
30.42077,75.70206,347.93,0.37,0.58,2024-05-14,719,N20,VIIRS,n,2,316.47,4.82,D,0
30.0667,74.2485,344.56,0.46,0.64,2024-05-14,719,N20,VIIRS,n,2,306.9,3.56,D,0
30.33519,75.31989,367.0,0.39,0.6,2024-05-14,719,N20,VIIRS,h,2,314.85,6.77,D,0
30.36613,75.44901,340.89,0.39,0.59,2024-05-14,719,N20,VIIRS,l,2,312.14,5.01,D,0
30.3652,75.44513,345.9,0.39,0.59,2024-05-14,719,N20,VIIRS,n,2,314.32,4.63,D,0
30.33614,75.32384,350.47,0.39,0.6,2024-05-14,719,N20,VIIRS,n,2,316.28,7.77,D,0
