latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
31.54019,76.05613,367.0,0.39,0.36,2024-05-17,803,N20,VIIRS,h,2,318.92,27.6,D,0
31.373,74.94495,348.01,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,314.95,10.75,D,0
31.38005,75.01366,341.07,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,315.72,8.05,D,0
31.38066,75.01766,350.01,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,314.36,8.05,D,0
31.37738,75.01834,347.7,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,318.04,12.93,D,0
31.37955,75.05504,346.71,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,317.34,20.88,D,0
31.37626,75.05571,348.8,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,319.96,27.88,D,0
31.53524,76.14126,342.97,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,315.83,4.57,D,0
31.5722,76.40436,335.59,0.4,0.37,2024-05-17,803,N20,VIIRS,l,2,310.25,5.29,D,0
31.29865,74.5721,345.9,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,318.13,8.06,D,0
31.32839,74.76427,344.92,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,317.65,7.67,D,0
31.38144,75.11243,352.02,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,314.83,10.26,D,0
31.34866,74.92079,350.3,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,315.32,7.43,D,0
31.32518,74.78941,353.77,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,317.78,11.0,D,0
31.3219,74.7901,346.72,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,318.36,6.17,D,0
31.32251,74.79411,350.16,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,316.7,7.76,D,0
31.45371,75.66823,344.17,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,313.82,6.24,D,0
31.31861,74.79079,341.58,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,316.23,6.17,D,0
31.35947,75.05885,350.06,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,316.54,17.86,D,0
31.43797,75.58424,341.59,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,314.36,4.73,D,0
31.31778,74.80748,342.16,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,316.83,6.46,D,0
31.39775,75.3359,342.71,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,317.02,4.68,D,0
31.40134,75.35998,339.79,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,313.5,7.49,D,0
31.39954,75.3934,339.63,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,314.26,7.0,D,0
31.31222,74.83753,344.02,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,315.69,8.68,D,0
31.36807,75.20567,345.65,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,317.17,9.52,D,0
31.52005,76.245,345.92,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,318.39,7.63,D,0
31.30894,74.83822,344.2,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,314.06,5.91,D,0
31.3756,75.27843,341.54,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,314.09,5.39,D,0
31.4422,75.72868,348.66,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,320.75,6.34,D,0
31.44279,75.73273,350.27,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,321.44,6.34,D,0
31.2518,74.49052,340.58,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,314.04,6.85,D,0
31.30749,74.8509,342.71,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,314.52,8.98,D,0
31.32763,74.9829,344.36,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,315.99,7.69,D,0
31.37621,75.32787,340.98,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,315.45,9.64,D,0
31.53002,76.41225,341.02,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,314.6,4.92,D,0
31.32784,75.07361,342.21,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,316.79,11.87,D,0
31.34507,75.21036,339.72,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,311.87,3.57,D,0
31.41532,75.68417,343.35,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,315.36,8.19,D,0
31.2939,74.89499,341.94,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,315.06,11.54,D,0
31.30524,74.99165,341.5,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,315.14,9.32,D,0
31.51564,76.43189,342.08,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,313.28,5.13,D,0
31.23141,74.57766,345.13,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,319.82,10.74,D,0
31.22813,74.57835,343.65,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,317.95,6.96,D,0
31.30907,75.10634,343.93,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,318.39,5.34,D,0
31.30968,75.11034,349.01,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,315.79,9.29,D,0
31.32054,75.18234,339.14,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,311.38,5.38,D,0
31.25209,74.75509,344.41,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,318.52,6.51,D,0
31.30519,75.10301,348.04,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,316.92,5.34,D,0
31.30579,75.10701,346.75,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,316.79,5.34,D,0
31.30311,75.11169,348.85,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,314.33,26.88,D,0
31.49456,76.45274,344.48,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,313.26,9.59,D,0
31.49512,76.45672,344.41,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,317.41,16.87,D,0
31.4319,76.08118,343.57,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,317.91,6.94,D,0
31.42858,76.08183,350.39,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,322.2,6.94,D,0
31.42468,76.0784,348.86,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,318.85,8.85,D,0
31.20004,74.63792,347.22,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,317.73,7.54,D,0
31.24684,74.94185,342.14,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,316.33,7.16,D,0
31.24745,74.94585,346.97,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,317.7,7.16,D,0
31.24356,74.94592,341.62,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,314.88,7.91,D,0
31.246,74.96191,347.3,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,316.81,13.49,D,0
31.2539,75.01387,340.98,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,314.13,7.01,D,0
31.29495,75.28582,340.58,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,315.07,5.75,D,0
31.23906,74.93861,342.6,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,315.14,7.51,D,0
31.46536,76.52959,344.82,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,312.0,7.18,D,0
31.46595,76.53374,351.76,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,313.4,7.18,D,0
31.46654,76.53791,339.54,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,313.08,2.9,D,0
31.27279,75.22846,343.55,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,315.99,5.17,D,0
31.20634,74.81342,346.87,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,316.57,6.64,D,0
31.20696,74.81743,341.57,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,314.06,5.32,D,0
31.19793,74.8028,347.5,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,318.44,8.21,D,0
31.36208,75.90179,342.68,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,315.63,4.98,D,0
31.16754,74.69359,350.28,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,318.29,14.76,D,0
31.35238,75.9287,347.17,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,318.39,9.47,D,0
31.16425,74.69428,350.39,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,319.93,14.19,D,0
31.37831,76.13256,342.05,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,315.15,3.04,D,0
31.22816,75.13455,339.18,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,311.5,5.46,D,0
31.37499,76.1332,343.04,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,315.09,3.04,D,0
31.13157,74.52761,348.29,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,316.01,10.37,D,0
31.17248,74.7916,345.25,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,318.33,16.84,D,0
31.2113,75.06796,340.39,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,313.13,23.6,D,0
31.14085,74.74045,342.0,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,315.19,10.72,D,0
31.30392,75.87576,346.41,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,314.58,7.26,D,0
31.13901,74.79444,340.93,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,313.63,6.15,D,0
31.18161,75.18523,339.47,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,313.06,4.31,D,0
31.30468,76.04654,348.65,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,315.95,8.03,D,0
31.41876,76.89058,340.81,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,310.62,3.06,D,0
31.24125,75.65543,346.46,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,320.84,8.09,D,0
31.37913,76.61385,341.11,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,310.6,4.48,D,0
31.4176,76.89005,348.64,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,313.33,4.77,D,0
31.10111,74.74834,344.87,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,317.56,10.34,D,0
31.09659,74.74104,355.22,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,318.69,14.83,D,0
31.37301,76.61923,338.47,0.4,0.37,2024-05-17,803,N20,VIIRS,l,2,312.03,9.23,D,0
31.27502,75.95596,351.66,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,320.17,13.54,D,0
31.22063,75.63059,347.26,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,322.19,10.5,D,0
31.37339,76.69587,347.26,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,314.51,8.67,D,0
31.38516,76.8054,351.16,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,316.9,11.75,D,0
31.38577,76.80974,345.3,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,313.89,3.59,D,0
31.38242,76.81049,342.7,0.4,0.37,2024-05-17,803,N20,VIIRS,l,2,314.86,3.59,D,0
31.1185,75.01669,353.24,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,318.41,14.3,D,0
31.12153,75.03665,348.09,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,321.01,23.98,D,0
31.11825,75.03732,344.06,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,318.7,23.98,D,0
31.18993,75.53757,348.28,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,316.28,14.67,D,0
31.07481,74.8198,345.86,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,316.51,13.29,D,0
31.08095,74.85972,349.04,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,316.19,16.36,D,0
31.05798,74.73259,346.68,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,320.56,16.03,D,0
31.05859,74.73659,355.55,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,320.29,16.03,D,0
31.07153,74.82048,351.92,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,318.29,13.29,D,0
31.2624,76.10448,343.83,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,316.04,4.81,D,0
31.05531,74.73727,353.82,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,321.98,39.62,D,0
31.05592,74.74126,341.61,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,314.4,7.75,D,0
31.06886,74.82515,342.13,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,315.2,12.89,D,0
31.06947,74.82915,348.96,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,319.34,26.75,D,0
31.23218,75.91853,339.92,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,314.75,4.39,D,0
31.05264,74.74195,340.86,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,315.17,7.75,D,0
31.10053,75.14381,348.93,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,317.13,10.44,D,0
31.34708,76.85475,349.79,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,315.27,8.69,D,0
31.09181,75.10857,348.86,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,315.77,11.8,D,0
31.22871,76.03587,341.2,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,313.24,3.9,D,0
31.02921,74.7221,352.37,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,317.99,10.77,D,0
31.0323,74.74207,343.75,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,317.81,9.13,D,0
31.08005,75.0534,346.28,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,317.02,13.29,D,0
31.01789,74.67093,350.31,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,319.17,11.97,D,0
31.01849,74.67484,350.35,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,318.05,11.77,D,0
31.07736,75.05805,343.77,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,317.1,17.66,D,0
31.20983,75.95204,345.45,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,314.24,7.24,D,0
31.211,75.96014,343.07,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,313.46,8.0,D,0
31.07469,75.06272,367.0,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,325.27,17.66,D,0
31.07347,75.05474,343.44,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,316.88,13.08,D,0
31.07408,75.05873,342.92,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,317.56,17.66,D,0
31.0765,75.07468,348.52,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,316.06,12.02,D,0
31.07019,75.05542,343.01,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,315.69,11.54,D,0
31.0714,75.06339,344.21,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,314.58,12.61,D,0
31.07322,75.07536,343.97,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,314.64,7.49,D,0
31.32162,76.79475,339.19,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,311.37,3.08,D,0
31.06993,75.07603,349.71,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,316.34,7.49,D,0
30.99603,74.61773,348.67,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,315.95,12.32,D,0
31.0676,75.10529,349.95,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,318.58,16.11,D,0
31.08929,75.24896,349.84,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,318.59,39.35,D,0
31.06432,75.10597,367.0,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,330.3,43.29,D,0
31.06492,75.10995,342.3,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,315.87,15.49,D,0
31.08032,75.23433,340.95,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,314.85,21.18,D,0
31.08812,75.28622,346.19,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,316.02,6.25,D,0
31.01445,74.8241,343.4,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,314.45,6.19,D,0
31.06741,75.17113,341.69,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,315.83,9.68,D,0
31.01608,74.8567,344.42,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,314.43,8.66,D,0
31.03732,75.02094,340.16,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,314.55,11.95,D,0
30.9875,74.71836,347.82,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,317.46,7.61,D,0
30.99244,74.7503,341.33,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,315.59,7.82,D,0
30.98915,74.75099,339.19,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,312.78,8.94,D,0
31.10523,75.51732,346.66,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,318.36,7.48,D,0
30.9522,74.55662,342.65,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,317.45,6.19,D,0
30.96613,74.68993,345.19,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,316.6,7.74,D,0
30.92227,74.4305,351.58,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,320.9,14.1,D,0
31.09998,75.64209,352.44,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,321.32,9.29,D,0
31.13557,75.90823,339.84,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,312.51,6.28,D,0
31.16426,76.10659,339.61,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,312.57,3.56,D,0
31.11169,75.76788,354.69,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,323.53,16.82,D,0
31.14634,76.00587,337.83,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,311.29,4.16,D,0
30.99766,75.04964,344.08,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,316.9,12.97,D,0
31.08622,75.6407,346.5,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,318.83,5.32,D,0
31.15024,76.0801,337.55,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,312.4,2.83,D,0
31.01252,75.16992,341.16,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,314.79,14.65,D,0
30.99568,75.10349,347.22,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,319.07,12.16,D,0
30.95462,74.85699,339.63,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,313.83,12.3,D,0
31.12064,75.96928,348.4,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,317.5,13.23,D,0
30.90802,74.5783,342.95,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,316.98,12.07,D,0
31.0255,75.36875,343.68,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,311.44,8.48,D,0
31.1391,76.14488,341.88,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,315.88,4.36,D,0
31.05278,75.59787,344.4,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,316.2,5.28,D,0
31.04949,75.59853,343.63,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,317.95,7.64,D,0
31.07446,75.79177,347.05,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,316.9,7.39,D,0
31.06647,75.76026,367.0,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,325.64,54.78,D,0
31.06588,75.75624,341.88,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,313.86,7.86,D,0
31.07058,75.78839,341.7,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,315.93,5.95,D,0
30.97518,75.16931,343.45,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,315.42,13.63,D,0
30.9824,75.21715,341.17,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,311.96,9.28,D,0
30.98301,75.22113,342.99,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,312.78,9.28,D,0
30.98152,75.23376,349.95,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,315.56,19.37,D,0
30.97884,75.23841,349.6,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,311.72,19.37,D,0
30.95574,75.15273,349.78,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,321.05,11.34,D,0
31.11479,76.23743,347.11,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,317.25,12.48,D,0
31.12114,76.2823,349.32,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,315.21,7.13,D,0
30.95727,75.18529,350.68,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,319.79,34.46,D,0
30.99855,75.46056,339.64,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,314.16,4.24,D,0
31.06478,75.9341,348.33,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,316.2,5.62,D,0
30.81804,74.37341,339.32,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,314.28,6.76,D,0
30.98382,75.54536,348.61,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,320.49,8.16,D,0
31.03166,75.87014,347.18,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,314.61,5.48,D,0
30.95493,75.41962,343.58,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,311.42,19.59,D,0
31.12325,76.58091,345.58,0.4,0.37,2024-05-17,803,N20,VIIRS,l,2,316.09,10.89,D,0
31.03546,75.98962,343.25,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,316.06,10.93,D,0
31.13722,76.70546,343.95,0.4,0.37,2024-05-17,803,N20,VIIRS,l,2,315.36,5.95,D,0
31.05338,76.16098,351.26,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,318.41,8.15,D,0
31.05396,76.16505,344.34,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,317.63,8.15,D,0
31.0489,76.1535,349.44,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,316.95,5.21,D,0
31.05006,76.16162,354.96,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,320.76,22.29,D,0
31.05123,76.16975,347.58,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,315.2,5.82,D,0
31.04558,76.15414,341.39,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,316.07,5.21,D,0
31.04616,76.1582,344.28,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,314.21,5.21,D,0
31.04791,76.17038,348.21,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,314.82,5.82,D,0
30.95092,75.55193,347.21,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,321.47,9.23,D,0
30.79319,74.54008,345.5,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,314.43,15.73,D,0
31.10709,76.73611,340.93,0.4,0.37,2024-05-17,803,N20,VIIRS,l,2,314.59,2.51,D,0
30.96655,75.79612,345.11,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,313.18,5.61,D,0
30.7412,74.33994,343.84,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,317.23,7.33,D,0
31.11426,76.86324,341.56,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,311.12,3.1,D,0
31.0823,76.6565,345.33,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,313.84,4.22,D,0
31.1018,76.82269,347.66,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,314.58,4.58,D,0
31.01508,76.22684,349.59,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,316.13,10.1,D,0
31.01624,76.23498,343.76,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,313.6,4.78,D,0
30.91236,75.54317,341.53,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,314.32,8.75,D,0
31.01292,76.23562,342.26,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,314.34,5.62,D,0
30.9619,75.97414,342.85,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,316.29,6.77,D,0
30.80029,74.9166,349.56,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,319.67,19.46,D,0
30.99471,76.2717,346.22,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,316.64,16.37,D,0
31.03435,76.55009,344.73,0.4,0.37,2024-05-17,803,N20,VIIRS,l,2,319.42,5.27,D,0
30.95028,76.03448,342.54,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,315.96,7.78,D,0
30.90053,75.71761,349.1,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,319.66,12.98,D,0
30.9458,76.02705,344.38,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,317.06,6.75,D,0
30.94755,76.03915,345.13,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,315.48,7.82,D,0
30.94249,76.02769,351.07,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,319.0,6.15,D,0
30.94307,76.03173,353.4,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,319.0,7.93,D,0
30.94366,76.03576,340.47,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,314.07,7.93,D,0
30.8435,75.37969,341.98,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,307.76,10.38,D,0
30.91691,75.87533,341.42,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,315.82,5.27,D,0
30.93918,76.02834,346.74,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,314.76,6.15,D,0
30.93977,76.03237,353.13,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,321.66,7.93,D,0
30.94035,76.03641,341.39,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,314.91,7.93,D,0
30.94406,76.08552,346.39,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,317.76,8.29,D,0
30.86219,75.57298,342.63,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,313.36,28.9,D,0
30.85712,75.56167,343.67,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,312.61,3.45,D,0
30.61181,73.99973,343.94,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,316.04,5.99,D,0
30.84613,75.51054,340.48,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,312.36,4.64,D,0
30.92381,76.03962,341.68,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,316.26,6.83,D,0
31.01786,76.70159,342.99,0.4,0.37,2024-05-17,803,N20,VIIRS,l,2,316.43,12.15,D,0
30.91291,75.98784,347.57,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,320.63,9.48,D,0
31.01335,76.69391,349.82,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,317.12,13.75,D,0
31.00999,76.69452,354.03,0.4,0.37,2024-05-17,803,N20,VIIRS,n,2,322.37,26.64,D,0
30.77087,75.07862,350.51,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,319.37,23.87,D,0
30.76248,75.06802,349.15,0.38,0.36,2024-05-17,803,N20,VIIRS,l,2,320.76,28.42,D,0
30.84566,75.62149,351.03,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,320.44,7.7,D,0
30.84625,75.62549,344.62,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,318.04,7.7,D,0
30.81688,75.4507,343.84,0.38,0.36,2024-05-17,803,N20,VIIRS,n,2,312.66,4.67,D,0
30.94174,76.30695,354.79,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,317.85,15.14,D,0
30.73376,75.78307,346.27,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,316.9,8.53,D,0
30.47114,74.10065,348.04,0.39,0.36,2024-05-17,803,N20,VIIRS,n,2,313.73,8.82,D,0
30.73047,75.78371,349.76,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,320.03,39.37,D,0
30.73281,75.79972,342.5,0.39,0.36,2024-05-17,803,N20,VIIRS,l,2,315.84,4.02,D,0
