DATE,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,precipcover,windspeed,sealevelpressure,conditions,tempmax_humidity,tempmin_humidity,temp_humidity,temp_range,heat_index
8/11/2021,35.5,28.0,31.2,43.5,33.4,38.2,72.4,0.0,0,0.0,25.9,1002.2,Partially cloudy,2570.2,2027.2,2258.88,7.5,170.153884
8/12/2021,35.5,28.3,32.0,44.9,32.4,39.3,67.6,0.0,0,0.0,20.5,1003.4,Partially cloudy,2399.8,1913.08,2163.2,7.2,165.6386344
8/13/2021,35.8,28.0,32.1,48.7,32.7,39.7,67.8,0.0,0,0.0,18.4,1001.8,Partially cloudy,2427.24,1898.4,2176.38,7.8,165.1845283
8/14/2021,36.1,28.0,32.0,44.1,31.9,38.6,66.0,0.0,0,0.0,18.7,999.8,Partially cloudy,2382.6,1848.0,2112.0,8.1,165.2233619
8/15/2021,36.5,29.0,32.1,43.2,33.7,38.1,63.8,0.0,0,0.0,18.4,1001.1,Partially cloudy,2328.7,1850.2,2047.98,7.5,163.930049
8/16/2021,37.0,29.0,32.8,44.5,34.3,40.4,65.5,0.0,0,0.0,16.7,1004.3,Partially cloudy,2423.5,1899.5,2148.4,8.0,161.2267729
8/17/2021,37.7,30.0,33.1,47.6,37.4,42.4,68.2,0.0,0,0.0,16.6,1004.1,Partially cloudy,2571.14,2046.0,2257.42,7.7,160.3598857
8/18/2021,37.6,29.0,33.0,44.9,36.7,40.9,65.9,0.0,0,0.0,14.8,1002.2,Partially cloudy,2477.84,1911.1,2174.7,8.6,160.3907566
8/19/2021,36.0,29.7,32.3,45.3,37.2,41.0,70.9,0.0,0,0.0,13.0,1001.2,Partially cloudy,2552.4,2105.73,2290.07,6.3,164.4929525
8/20/2021,31.0,26.0,27.8,42.4,26.0,32.6,91.6,9.253,100,8.33,18.4,1003.7,"Rain, Partially cloudy",2839.6,2381.6,2546.48,5.0,179.1538918
8/21/2021,31.0,25.0,27.4,46.5,25.0,32.3,95.3,130.98,100,20.83,18.4,1005.3,"Rain, Overcast",2954.3,2382.5,2611.22,6.0,177.1176875
8/22/2021,34.0,26.0,29.4,47.3,26.0,37.2,87.3,0.0,0,0.0,14.8,1005.2,Partially cloudy,2968.2,2269.8,2566.62,8.0,173.5229774
8/23/2021,34.2,28.0,30.5,47.3,35.3,40.5,85.5,2.552,100,8.33,11.2,1002.8,"Rain, Partially cloudy",2924.1,2394.0,2607.75,6.2,168.5205541
8/24/2021,34.0,28.9,31.3,47.9,36.8,42.4,82.1,0.0,0,0.0,14.8,1001.5,Partially cloudy,2791.4,2372.69,2569.73,5.1,166.3860576
8/25/2021,36.0,29.0,32.2,46.3,36.4,40.6,70.6,0.0,0,0.0,28.2,999.6,Partially cloudy,2541.6,2047.4,2273.32,7.0,164.9943883
8/26/2021,34.7,28.0,30.9,40.6,31.9,36.0,66.5,0.0,0,0.0,21.5,999.0,Partially cloudy,2307.55,1862.0,2054.85,6.7,170.8362171
8/27/2021,35.3,27.5,31.2,42.0,30.7,36.7,66.6,0.0,0,0.0,18.4,1001.0,Partially cloudy,2350.98,1831.5,2077.92,7.8,169.3608671
8/28/2021,35.0,28.0,31.0,42.1,32.7,37.4,70.8,0.0,0,0.0,14.8,1001.8,Partially cloudy,2478.0,1982.4,2194.8,7.0,171.1824
8/29/2021,34.0,27.0,30.1,44.1,31.2,38.1,82.7,0.0,0,0.0,14.8,1002.7,Partially cloudy,2811.8,2232.9,2489.27,7.0,172.8659268
8/30/2021,33.0,26.0,29.4,45.7,26.0,36.3,83.8,0.0,0,0.0,14.8,1005.8,Partially cloudy,2765.4,2178.8,2463.72,7.0,176.2738108
8/31/2021,28.0,24.0,26.7,35.6,24.0,30.2,96.1,78.026,100,8.33,14.8,1007.9,"Rain, Partially cloudy",2690.8,2306.4,2565.87,4.0,180.6543023
9/1/2021,27.0,23.0,25.7,31.2,23.0,26.6,98.2,104.598,100,12.5,20.5,1007.4,"Rain, Overcast",2651.4,2258.6,2523.74,4.0,184.3770078
9/2/2021,32.0,24.0,27.7,46.2,24.0,32.9,92.4,39.76,100,4.17,13.0,1005.1,"Rain, Partially cloudy",2956.8,2217.6,2559.48,8.0,178.869938
9/3/2021,34.0,26.0,29.3,43.8,26.0,34.9,84.3,5.231,100,12.5,14.8,1003.5,"Rain, Partially cloudy",2866.2,2191.8,2469.99,8.0,176.5268822
9/4/2021,32.0,26.0,28.1,44.1,26.0,32.9,89.7,0.0,0,0.0,14.8,1003.4,Partially cloudy,2870.4,2332.2,2520.57,6.0,179.2849488
9/5/2021,33.6,26.7,30.0,44.2,30.1,38.0,82.8,0.448,100,4.17,11.4,1003.3,"Rain, Partially cloudy",2782.08,2210.76,2484.0,6.9,173.3858733
9/6/2021,35.0,28.0,31.1,50.4,34.4,41.8,83.2,5.104,100,4.17,10.8,1004.7,"Rain, Partially cloudy",2912.0,2329.6,2587.52,7.0,166.7921422
9/7/2021,33.2,27.0,29.8,44.3,30.6,38.5,86.8,4.403,100,4.17,16.6,1006.0,"Rain, Partially cloudy",2881.76,2343.6,2586.64,6.2,171.558013
9/8/2021,32.4,27.0,29.4,42.3,31.8,36.2,84.3,0.0,0,0.0,18.4,1005.1,Partially cloudy,2731.32,2276.1,2478.42,5.4,175.9280311
9/9/2021,33.3,27.9,29.8,46.2,33.2,37.9,84.2,4.253,100,4.17,17.8,1003.9,"Rain, Partially cloudy",2803.86,2349.18,2509.16,5.4,173.6206885
9/10/2021,32.6,25.0,28.3,46.2,25.0,34.4,91.0,11.135,100,12.5,20.5,1003.8,"Rain, Partially cloudy",2966.6,2275.0,2575.3,7.6,176.6354324
9/11/2021,26.2,24.0,25.1,26.2,24.0,25.1,98.0,127.15,100,20.83,18.4,1003.9,"Rain, Overcast",2567.6,2352.0,2459.8,2.2,188.8764034
9/12/2021,32.9,24.0,26.8,44.1,24.0,30.5,94.6,0.979,100,4.17,18.4,1002.3,"Rain, Overcast",3112.34,2270.4,2535.28,8.9,182.0315745
9/13/2021,33.0,25.0,27.6,44.1,25.0,32.1,93.5,1.851,100,4.17,23.6,1002.5,"Rain, Partially cloudy",3085.5,2337.5,2580.6,8.0,178.1749731
9/14/2021,34.7,24.0,28.8,47.9,24.0,34.6,85.6,0.747,100,8.33,20.3,1004.7,"Rain, Partially cloudy",2970.32,2054.4,2465.28,10.7,178.5951251
9/15/2021,34.6,25.8,29.7,47.2,25.8,36.0,80.6,0.0,0,0.0,18.4,1005.7,Partially cloudy,2788.76,2079.48,2393.82,8.8,176.3619217
9/16/2021,29.0,24.0,26.2,38.2,24.0,28.3,93.7,12.104,100,8.33,11.2,1004.7,"Rain, Partially cloudy",2717.3,2248.8,2454.94,5.0,187.2138089
9/17/2021,31.4,24.7,27.7,40.6,24.7,31.4,83.6,0.0,0,0.0,16.6,1003.7,Partially cloudy,2625.04,2064.92,2315.72,6.7,186.77659
9/18/2021,33.5,25.0,28.6,46.2,25.0,34.0,85.1,0.0,0,0.0,14.8,1005.5,Partially cloudy,2850.85,2127.5,2433.86,8.5,180.1974137
9/19/2021,33.9,26.0,29.9,44.7,26.0,36.7,80.3,0.0,0,0.0,14.8,1007.2,Partially cloudy,2722.17,2087.8,2400.97,7.9,175.3461751
9/20/2021,34.7,27.0,30.1,44.0,31.0,37.4,80.9,0.0,0,0.0,14.8,1006.3,Partially cloudy,2807.23,2184.3,2435.09,7.7,173.8955564
9/21/2021,35.1,27.0,29.6,45.7,30.6,36.8,82.8,3.403,100,4.17,14.8,1005.2,"Rain, Partially cloudy",2906.28,2235.6,2450.88,8.1,175.7342395
9/22/2021,31.2,25.0,27.5,37.9,25.0,31.4,89.4,0.119,100,4.17,15.5,1005.0,"Rain, Partially cloudy",2789.28,2235.0,2458.5,6.2,183.4186888
9/23/2021,32.2,25.0,27.9,44.3,25.0,32.1,87.0,0.766,100,4.17,16.6,1006.5,"Rain, Partially cloudy",2801.4,2175.0,2427.3,7.2,183.0577646
9/24/2021,34.0,25.0,28.2,43.5,25.0,32.6,85.4,3.403,100,4.17,14.8,1007.5,"Rain, Partially cloudy",2903.6,2135.0,2408.28,9.0,182.4450822
9/25/2021,32.4,25.5,28.7,40.8,25.5,33.7,84.8,0.0,0,0.0,9.4,1006.3,Partially cloudy,2747.52,2162.4,2433.76,6.9,179.8032168
9/26/2021,32.8,25.0,28.1,42.3,25.0,32.9,88.6,0.0,0,0.0,14.8,1006.1,Partially cloudy,2906.08,2215.0,2489.66,7.8,180.3665947
9/27/2021,33.6,26.0,29.6,42.1,26.0,36.0,82.3,0.0,0,0.0,9.4,1006.5,Partially cloudy,2765.28,2139.8,2436.08,7.6,176.035907
9/28/2021,34.1,26.0,30.3,44.5,26.0,37.6,79.9,0.0,0,0.0,16.6,1007.1,Partially cloudy,2724.59,2077.4,2420.97,8.1,173.2379085
9/29/2021,34.4,27.0,30.1,43.7,31.2,37.2,79.6,0.0,0,0.0,16.6,1008.5,Partially cloudy,2738.24,2149.2,2395.96,7.4,174.5144482
9/30/2021,34.3,26.0,29.7,43.8,26.0,36.4,80.6,0.0,0,0.0,11.2,1009.7,Partially cloudy,2764.58,2095.6,2393.82,8.3,176.3619217
10/1/2021,33.0,27.0,29.6,42.3,30.1,36.5,81.1,1.701,100,4.17,11.8,1009.2,"Rain, Partially cloudy",2676.3,2189.7,2400.56,6.0,176.6960219
10/2/2021,34.9,27.0,30.3,43.5,31.5,37.6,80.5,0.0,0,0.0,14.8,1007.9,Partially cloudy,2809.45,2173.5,2439.15,7.9,172.9501599
10/3/2021,35.7,27.0,30.2,47.3,31.2,37.4,79.0,0.851,100,4.17,18.3,1005.9,"Rain, Partially cloudy",2820.3,2133.0,2385.8,8.7,174.1955987
10/4/2021,35.9,26.8,30.6,42.4,30.1,36.0,72.5,0.0,0,0.0,14.8,1005.7,Partially cloudy,2602.75,1943.0,2218.5,9.1,173.34582
10/5/2021,34.9,27.0,29.8,42.9,30.1,34.9,74.3,0.851,100,4.17,16.6,1008.2,"Rain, Partially cloudy",2593.07,2006.1,2214.14,7.9,177.6173933
10/6/2021,34.6,26.0,29.5,40.5,26.0,33.3,76.9,0.0,0,0.0,14.1,1008.6,Partially cloudy,2660.74,1999.4,2268.55,8.6,178.866816
10/7/2021,33.7,25.3,28.8,38.2,25.3,31.9,74.7,0.0,0,0.0,16.6,1007.3,Partially cloudy,2517.39,1889.91,2151.36,8.4,183.2284615
10/8/2021,34.9,24.6,28.9,37.0,24.6,30.0,67.0,0.0,0,0.0,18.4,1006.2,Clear,2338.3,1648.2,1936.3,10.3,181.3977891
10/9/2021,35.6,23.8,29.2,36.5,23.8,29.8,61.2,0.0,0,0.0,14.8,1006.4,Clear,2178.72,1456.56,1787.04,11.8,176.4653083
10/10/2021,35.7,23.9,29.2,37.3,23.9,29.9,60.4,0.0,0,0.0,14.8,1007.0,Clear,2156.28,1443.56,1763.68,11.8,175.8379659
10/11/2021,36.5,23.8,29.5,38.4,23.8,30.0,57.8,0.0,0,0.0,11.2,1006.6,Clear,2109.7,1375.64,1705.1,12.7,172.1050354
10/12/2021,35.9,23.8,29.0,36.5,23.8,29.2,60.3,0.0,0,0.0,13.0,1006.9,Clear,2164.77,1435.14,1748.7,12.1,176.7386387
10/13/2021,33.5,22.7,28.0,32.6,22.7,27.8,51.7,0.0,0,0.0,18.4,1007.9,Clear,1731.95,1173.59,1447.6,10.8,171.6265673
10/14/2021,33.5,20.0,26.0,32.0,20.0,25.7,55.0,0.0,0,0.0,20.5,1007.6,Clear,1842.5,1100.0,1430.0,13.5,185.6235624
10/15/2021,33.8,20.0,26.3,34.5,20.0,26.4,59.2,0.0,0,0.0,10.5,1005.5,Clear,2000.96,1184.0,1556.96,13.8,189.3126725
10/16/2021,33.4,21.3,27.3,37.7,21.3,28.1,66.1,0.0,0,0.0,7.6,1005.7,Clear,2207.74,1407.93,1804.53,12.1,189.627572
10/17/2021,30.0,22.0,25.0,36.2,22.0,25.9,87.2,44.491,100,16.67,27.7,1007.5,"Rain, Partially cloudy",2616.0,1918.4,2180.0,8.0,201.9101647
10/18/2021,23.3,20.0,21.9,23.3,20.0,21.9,94.9,41.652,100,16.67,14.8,1006.6,"Rain, Partially cloudy",2211.17,1898.0,2078.31,3.3,216.5552878
10/19/2021,30.6,20.9,24.7,33.0,20.9,25.6,82.4,0.0,0,0.0,20.5,1007.8,Partially cloudy,2521.44,1722.16,2035.28,9.7,206.7860012
10/20/2021,31.0,21.0,25.2,32.2,21.0,25.4,73.2,0.0,0,0.0,16.6,1010.9,Clear,2269.2,1537.2,1844.64,10.0,204.5901674
10/21/2021,32.0,17.9,24.8,30.7,17.9,24.6,55.7,0.0,0,0.0,18.3,1010.6,Clear,1782.4,997.03,1381.36,14.1,192.5908119
10/22/2021,32.0,18.9,25.3,33.2,18.9,25.7,60.6,0.0,0,0.0,18.4,1010.7,Clear,1939.2,1145.34,1533.18,13.1,196.09174
10/23/2021,31.7,19.8,25.1,32.7,19.8,25.2,66.8,0.0,0,0.0,13.0,1012.4,Partially cloudy,2117.56,1322.64,1676.68,11.9,202.5020929
10/24/2021,30.5,19.0,23.8,31.8,19.0,24.0,73.5,23.714,100,8.33,18.4,1013.9,"Rain, Partially cloudy",2241.75,1396.5,1749.3,11.5,213.4656397
10/25/2021,28.0,17.4,22.3,28.6,17.4,22.4,78.7,0.0,0,0.0,18.4,1014.7,Partially cloudy,2203.6,1369.38,1755.01,10.6,223.9757041
10/26/2021,27.2,17.6,22.2,27.6,17.6,22.3,71.7,0.0,0,0.0,18.4,1014.0,Clear,1950.24,1261.92,1591.74,9.6,223.1628434
10/27/2021,28.0,16.3,22.0,27.8,16.3,22.0,68.7,0.0,0,0.0,14.8,1015.6,Clear,1923.6,1119.81,1511.4,11.7,222.6830918
10/28/2021,27.9,16.4,21.9,27.5,16.4,21.9,67.3,0.0,0,0.0,13.0,1015.7,Clear,1877.67,1103.72,1473.87,11.5,222.2485772
10/29/2021,29.0,16.5,22.5,29.1,16.5,22.5,68.0,0.0,0,0.0,9.4,1017.0,Clear,1972.0,1122.0,1530.0,12.5,219.0267225
10/30/2021,29.3,16.8,22.3,28.5,16.8,22.3,64.3,0.0,0,0.0,16.6,1016.5,Clear,1883.99,1080.24,1433.89,12.5,217.041898
10/31/2021,29.0,17.7,22.5,28.7,17.7,22.5,64.8,0.0,0,0.0,12.7,1014.4,Clear,1879.2,1146.96,1458.0,11.3,216.3287947
11/1/2021,30.2,15.6,22.1,29.1,15.6,21.9,60.9,0.0,0,0.0,11.2,1013.8,Clear,1839.18,950.04,1345.89,14.6,214.3351803
11/2/2021,29.2,16.2,22.5,29.0,16.2,22.4,62.8,0.0,0,0.0,14.8,1015.1,Clear,1833.76,1017.36,1413.0,13.0,214.2615737
11/3/2021,30.0,17.6,22.4,30.0,17.6,22.5,70.1,0.0,0,0.0,9.4,1014.9,Partially cloudy,2103.0,1233.76,1570.24,12.4,221.0288989
11/4/2021,27.0,16.8,21.0,27.8,16.8,21.0,79.1,0.0,0,0.0,9.4,1014.2,Clear,2135.7,1328.88,1661.1,10.2,233.0764445
11/5/2021,25.8,16.8,20.6,25.8,16.8,20.6,80.3,0.0,0,0.0,9.4,1014.0,Partially cloudy,2071.74,1349.04,1654.18,9.0,235.8926188
11/6/2021,27.4,16.3,20.9,27.7,16.3,20.9,71.7,0.0,0,0.0,11.6,1012.6,Clear,1964.58,1168.71,1498.53,11.1,231.7690969
11/7/2021,28.5,16.2,21.0,27.9,16.2,20.9,70.4,0.0,0,0.0,11.2,1012.2,Clear,2006.4,1140.48,1478.4,12.3,230.3237317
11/8/2021,28.0,15.3,21.0,27.6,15.3,20.9,62.7,0.0,0,0.0,12.3,1014.1,Clear,1755.6,959.31,1316.7,12.7,223.1158647
11/9/2021,28.0,15.4,21.4,27.4,15.4,21.3,59.1,0.0,0,0.0,13.0,1014.8,Clear,1654.8,910.14,1264.74,12.6,215.9044775
11/10/2021,29.0,15.4,21.5,29.9,15.4,21.5,63.3,0.0,0,0.0,10.6,1014.1,Clear,1835.7,974.82,1360.95,13.6,220.7961235
11/11/2021,24.9,14.8,19.4,24.9,14.8,19.4,71.5,0.0,0,0.0,9.4,1013.9,Clear,1780.35,1058.2,1387.1,10.1,241.8661941
11/12/2021,26.5,14.4,19.7,26.5,14.4,19.7,75.3,0.0,0,0.0,9.4,1014.2,Clear,1995.45,1084.32,1483.41,12.1,241.6923754
11/13/2021,27.0,13.4,19.7,26.6,13.4,19.6,63.7,0.0,0,0.0,9.4,1014.1,Clear,1719.9,853.58,1254.89,13.6,232.4024898
11/14/2021,26.8,12.8,19.3,26.2,12.8,19.3,56.6,0.0,0,0.0,9.4,1013.2,Clear,1516.88,724.48,1092.38,14.0,223.8636605
11/15/2021,25.8,12.7,18.9,25.8,12.7,18.9,61.0,0.0,0,0.0,7.7,1012.5,Clear,1573.8,774.7,1152.9,13.1,233.6579853
11/16/2021,26.3,11.8,18.6,26.3,11.8,18.6,63.1,0.0,0,0.0,11.2,1013.4,Clear,1659.53,744.58,1173.66,14.5,238.6046483
11/17/2021,26.2,11.8,18.1,26.2,11.8,18.1,63.3,0.0,0,0.0,9.4,1015.6,Clear,1658.46,746.94,1145.73,14.4,242.1050297
11/18/2021,25.6,12.4,19.3,25.6,12.4,19.3,67.5,0.0,0,0.0,7.6,1014.2,Partially cloudy,1728.0,837.0,1302.75,13.2,239.2442083
11/19/2021,25.2,13.0,19.2,25.2,13.0,19.2,68.9,0.0,0,0.0,11.2,1011.9,Partially cloudy,1736.28,895.7,1322.88,12.2,241.2219731
11/20/2021,25.8,15.6,19.8,25.8,15.6,19.8,63.3,0.0,0,0.0,9.4,1012.4,Partially cloudy,1633.14,987.48,1253.34,10.2,231.2685999
11/21/2021,26.8,13.5,19.3,26.5,13.5,19.3,60.3,0.0,0,0.0,14.4,1013.8,Clear,1616.04,814.05,1163.79,13.3,230.1261777
11/22/2021,26.9,12.8,18.9,26.3,12.8,18.9,64.9,0.0,0,0.0,24.1,1013.5,Clear,1745.81,830.72,1226.61,14.1,239.0114704
11/23/2021,25.4,12.7,18.0,25.4,12.7,18.0,53.8,0.0,0,0.0,13.0,1012.4,Clear,1366.52,683.26,968.4,12.7,225.6649383
11/24/2021,27.5,11.3,18.2,27.2,11.3,18.2,65.7,0.0,0,0.0,9.4,1013.7,Clear,1806.75,742.41,1195.74,16.2,244.5909431
11/25/2021,26.6,12.1,18.9,26.6,12.1,18.9,69.2,0.0,0,0.0,7.6,1014.9,Clear,1840.72,837.32,1307.88,14.5,243.5244442
11/26/2021,26.6,12.8,19.0,26.6,12.8,19.0,71.2,0.0,0,0.0,7.6,1015.0,Clear,1893.92,911.36,1352.8,13.8,244.4313378
11/27/2021,26.0,12.1,17.7,26.0,12.1,17.7,77.4,0.0,0,0.0,11.2,1015.7,Clear,2012.4,936.54,1369.98,13.9,257.0236265
11/28/2021,26.0,12.2,18.6,26.0,12.2,18.6,81.3,0.0,0,0.0,9.4,1017.5,Clear,2113.8,991.86,1512.18,13.8,250.6803587
11/29/2021,25.0,12.3,18.2,25.0,12.3,18.2,73.8,0.0,0,0.0,13.0,1018.0,Clear,1845.0,907.74,1343.16,12.7,251.7680798
11/30/2021,24.9,11.9,17.8,24.9,11.9,17.8,70.1,0.0,0,0.0,11.2,1017.1,Partially cloudy,1745.49,834.19,1247.78,13.0,251.9452728
12/1/2021,22.3,13.5,17.7,22.3,13.5,17.7,75.6,0.0,0,0.0,7.6,1017.5,Partially cloudy,1685.88,1020.6,1338.12,8.8,256.3446307
12/2/2021,19.3,14.2,16.6,19.3,14.2,16.6,89.3,1.0,100,4.17,13.0,1017.5,"Rain, Partially cloudy",1723.49,1268.06,1482.38,5.1,263.9946628
12/3/2021,22.0,14.0,17.2,22.0,14.0,17.2,87.3,0.0,0,0.0,11.2,1017.8,Partially cloudy,1920.6,1222.2,1501.56,8.0,260.1332616
12/4/2021,25.1,12.8,18.5,25.1,12.8,18.5,75.1,0.0,0,0.0,11.2,1016.3,Clear,1885.01,961.28,1389.35,12.3,250.2427831
12/5/2021,24.5,13.7,18.8,24.5,13.7,18.8,77.6,0.17,100,4.17,9.4,1016.5,"Rain, Partially cloudy",1901.2,1063.12,1458.88,10.8,248.8733953
12/6/2021,24.3,15.4,19.3,24.3,15.4,19.3,79.6,0.0,0,0.0,14.8,1016.7,Partially cloudy,1934.28,1225.84,1536.28,8.9,245.436776
12/7/2021,24.2,12.8,17.5,24.2,12.8,17.5,76.7,0.0,0,0.0,16.6,1017.8,Clear,1856.14,981.76,1342.25,11.4,258.2922494
12/8/2021,23.2,11.8,16.4,23.2,11.8,16.4,73.0,0.0,0,0.0,13.0,1017.7,Clear,1693.6,861.4,1197.2,11.4,264.4567062
12/9/2021,22.9,10.3,16.3,22.9,10.3,16.3,76.5,0.0,0,0.0,11.2,1020.1,Clear,1751.85,787.95,1246.95,12.6,267.3377049
12/10/2021,22.9,11.4,16.3,22.9,11.4,16.3,73.7,0.0,0,0.0,18.4,1020.2,Clear,1687.73,840.18,1201.31,11.5,265.7101938
12/11/2021,22.7,10.4,15.5,22.7,10.4,15.5,66.6,0.0,0,0.0,13.0,1019.2,Clear,1511.82,692.64,1032.3,12.3,264.2963435
12/12/2021,22.6,8.6,15.3,22.6,8.6,15.2,67.1,0.0,0,0.0,9.4,1019.6,Partially cloudy,1516.46,577.06,1026.63,14.0,266.3888357
12/13/2021,21.5,8.6,14.9,21.5,8.6,14.9,71.7,0.0,0,0.0,9.4,1018.3,Partially cloudy,1541.55,616.62,1068.33,12.9,274.6014883
12/14/2021,21.9,9.7,15.1,21.9,9.7,15.1,77.4,0.0,0,0.0,9.4,1017.6,Clear,1695.06,750.78,1168.74,12.2,277.1317573
12/15/2021,21.5,10.1,15.2,21.5,10.1,15.2,75.3,0.0,0,0.0,16.6,1018.1,Clear,1618.95,760.53,1144.56,11.4,275.185168
12/16/2021,19.7,10.4,14.6,19.7,10.4,14.6,71.0,0.0,0,0.0,13.0,1018.9,Partially cloudy,1398.7,738.4,1036.6,9.3,276.1649965
12/17/2021,19.7,9.9,13.7,19.7,8.7,13.5,70.4,0.0,0,0.0,16.6,1020.5,Partially cloudy,1386.88,696.96,964.48,9.8,282.3354966
12/18/2021,17.0,7.0,11.1,17.0,4.3,10.1,75.1,0.0,0,0.0,27.7,1020.4,Clear,1276.7,525.7,833.61,10.0,308.1358083
12/19/2021,18.2,5.0,11.1,18.2,3.3,10.4,67.6,0.0,0,0.0,16.6,1020.0,Clear,1230.32,338.0,750.36,13.2,298.4354426
12/20/2021,19.7,4.9,12.0,19.7,4.9,11.6,64.9,0.0,0,0.0,11.2,1019.0,Clear,1278.53,318.01,778.8,14.8,286.9781085
12/21/2021,21.7,6.1,13.3,21.7,6.1,13.2,65.3,0.0,0,0.0,9.4,1017.3,Clear,1417.01,398.33,868.49,15.6,278.1372514
12/22/2021,22.8,7.0,14.2,22.8,7.0,13.9,65.4,0.0,0,0.0,16.6,1015.2,Clear,1491.12,457.8,928.68,15.8,271.8084764
12/23/2021,22.0,8.1,14.6,22.0,6.8,14.5,70.3,0.0,0,0.0,13.0,1014.3,Partially cloudy,1546.6,569.43,1026.38,13.9,275.4106995
12/24/2021,22.3,8.8,15.2,22.3,8.8,15.2,76.6,0.0,0,0.0,11.2,1014.0,Clear,1708.18,674.08,1164.32,13.5,275.9436258
12/25/2021,23.0,9.0,15.5,23.0,9.0,15.5,80.0,0.0,0,0.0,7.6,1016.0,Clear,1840.0,720.0,1240.0,14.0,274.8341554
12/26/2021,20.7,11.5,15.7,20.7,11.5,15.7,88.0,1.299,100,8.33,11.2,1018.0,"Rain, Partially cloudy",1821.6,1012.0,1381.6,9.2,272.2327309
12/27/2021,21.7,11.6,15.4,21.7,11.6,15.4,80.5,0.0,0,0.0,9.4,1019.4,Partially cloudy,1746.85,933.8,1239.7,10.1,275.7419898
12/28/2021,17.0,10.9,14.2,17.0,10.9,14.2,88.7,1.85,100,8.33,7.6,1018.5,"Rain, Partially cloudy",1507.9,966.83,1259.54,6.1,284.7764349
12/29/2021,20.4,10.2,14.0,20.4,10.2,14.0,82.9,0.0,0,0.0,14.8,1019.3,Partially cloudy,1691.16,845.58,1160.6,10.2,287.6095107
12/30/2021,18.4,6.1,11.9,18.4,6.1,11.9,70.0,0.0,0,0.0,9.4,1023.5,Partially cloudy,1288.0,427.0,833.0,12.3,295.7710016
12/31/2021,18.0,5.6,11.2,18.0,5.6,11.0,76.4,0.0,0,0.0,9.4,1023.2,Partially cloudy,1375.2,427.84,855.68,12.4,308.4493358
1/1/2022,19.5,6.3,11.9,19.5,6.0,11.8,80.7,0.0,0,0.0,9.4,1022.1,Clear,1573.65,508.41,960.33,13.2,305.0662637
1/2/2022,19.7,7.5,12.7,19.7,6.9,12.6,80.9,0.0,0,0.0,8.0,1020.7,Clear,1593.73,606.75,1027.43,12.2,298.2657005
1/3/2022,20.6,7.5,13.8,20.6,7.5,13.8,76.1,0.0,0,0.0,13.0,1018.6,Partially cloudy,1567.66,570.75,1050.18,13.1,286.7803755
1/4/2022,22.5,9.8,15.8,22.5,9.8,15.8,71.1,0.0,0,0.0,7.6,1017.7,Partially cloudy,1599.75,696.78,1123.38,12.7,267.2960271
1/5/2022,15.0,12.2,13.7,15.0,12.2,13.7,91.8,7.637,100,16.67,22.3,1016.6,"Rain, Overcast",1377.0,1119.96,1257.66,2.8,287.4278967
1/6/2022,20.0,12.0,15.2,20.0,12.0,15.2,88.8,0.0,0,0.0,14.8,1016.7,Partially cloudy,1776.0,1065.6,1349.76,8.0,276.0923319
1/7/2022,18.9,14.0,16.2,18.9,14.0,16.2,90.2,0.0,0,0.0,20.5,1016.3,Partially cloudy,1704.78,1262.8,1461.24,4.9,266.7754307
1/8/2022,16.5,15.0,15.8,16.5,15.0,15.8,96.9,48.838,100,20.83,22.3,1015.7,"Rain, Overcast",1598.85,1453.5,1531.02,1.5,263.939954
1/9/2022,16.0,12.0,13.8,16.0,12.0,13.8,97.2,7.402,100,16.67,16.6,1015.2,"Rain, Overcast",1555.2,1166.4,1341.36,4.0,281.5005007
1/10/2022,16.9,9.9,12.5,16.9,8.7,12.4,92.3,0.0,0,0.0,11.2,1017.9,Partially cloudy,1559.87,913.77,1153.75,7.0,297.9693623
1/11/2022,16.9,8.0,11.4,16.9,6.8,11.2,91.5,0.0,0,0.0,16.6,1018.0,Partially cloudy,1546.35,732.0,1043.1,8.9,308.6629048
1/12/2022,17.0,8.0,11.5,17.0,6.8,11.3,88.6,0.0,0,0.0,10.8,1017.5,Partially cloudy,1506.2,708.8,1018.9,9.0,308.9832206
1/13/2022,16.3,7.4,11.4,16.3,7.4,11.4,91.2,0.0,0,0.0,5.4,1017.6,Partially cloudy,1486.56,674.88,1039.68,8.9,308.8264959
1/14/2022,14.8,7.2,10.5,14.8,7.2,10.5,94.6,0.0,0,0.0,11.2,1018.4,Partially cloudy,1400.08,681.12,993.3,7.6,315.1118959
1/15/2022,13.5,8.2,10.0,13.5,7.0,9.7,93.9,0.0,0,0.0,14.8,1020.0,Partially cloudy,1267.65,769.98,939.0,5.3,320.4845202
1/16/2022,15.0,8.0,10.7,15.0,6.4,10.3,87.5,0.0,0,0.0,9.4,1020.6,Partially cloudy,1312.5,700.0,936.25,7.0,316.6124902
1/17/2022,16.0,9.0,11.2,16.0,8.5,11.1,88.5,0.0,0,0.0,7.6,1021.2,Partially cloudy,1416.0,796.5,991.2,7.0,311.7737555
1/18/2022,14.6,9.0,10.6,14.6,7.2,10.2,92.2,0.0,0,0.0,14.8,1019.1,Partially cloudy,1346.12,829.8,977.32,5.6,315.8126206
