date,AQI,PM2.5,PM10,NO2,SO2,CO,Ozone,fire_count,total_frp,mean_frp,max_frp,mean_wind_kmh,std_wind_kmh,total_frp_lag1,fire_count_lag1,mean_wind_lag1,fire_count_fw,total_frp_fw,weighted_frp_fw,mean_dist_km,min_dist_km,mean_bearing_deg,mean_wind_dir_deg,mean_wind_dir_cos,mean_wind_dir_sin,weighted_frp_lag1,fire_wind_ang_diff,fire_wind_alignment,fire_wind_alignment01,weighted_frp_aligned
2024-05-03,301,127.5,448.43,27.06,33.22,0.95,91.32,340.0,2635.81,7.752382352941177,28.66,1.1283333333333334,0.755701037428833,3744.57,516.0,1.519130434782609,340.0,2635.81,46.943318696711486,129.00079008676155,134.83683483542336,129.68898783871043,288.28316828496,0.07402297068197962,-0.22404554579805358,20.235412397880772,158.5941804462496,-0.9310187503885267,0.03449062480573667,1.619104392304399
2024-05-04,281,122.0,356.84,36.93,35.75,1.28,96.53,4206.0,31082.300000000003,7.38999048977651,81.76,2.2220833333333334,1.3026827808550447,2635.81,340.0,1.1283333333333334,4206.0,31082.300000000003,237.80168350668094,212.15395245889763,137.3579828047606,136.66427669255427,288.28316828496,0.07402297068197962,-0.22404554579805358,46.943318696711486,151.61889159240576,-0.8798053480945355,0.06009732595273226,14.291245285809481
2024-05-05,294,153.83,427.0,35.82,39.64,1.7,84.36,3468.0,24131.230000000003,6.958255478662054,47.88,2.164090909090909,1.0499689750106185,31082.300000000003,4206.0,2.2220833333333334,3468.0,24131.23,207.3468740102296,211.50706522102743,126.84723733897357,137.8462289129135,288.28316828496,0.07402297068197962,-0.22404554579805358,237.80168350668094,150.43693937204654,-0.8698131998494107,0.06509340007529463,13.496913024309587
2024-05-06,248,121.52,293.6,29.25,33.11,1.0,98.86,2875.0,26269.94,9.137370434782609,64.21,1.6808333333333332,0.7203436176827223,24131.230000000003,3468.0,2.164090909090909,2875.0,26269.940000000002,211.80453721323568,198.50261244429566,114.91320343219596,139.20542934702553,288.28316828496,0.07402297068197962,-0.22404554579805358,207.3468740102296,149.0777389379345,-0.8578653153834123,0.07106734230829387,15.052385548582787
2024-05-07,310,157.49,369.89,29.94,33.33,1.42,73.35,1462.0,16736.48,11.44766073871409,115.28,1.672608695652174,1.0195552390015432,26269.94,2875.0,1.6808333333333332,1462.0,16736.48,80.01088879368153,287.0199435257807,122.19528345124903,138.04764061485707,288.28316828496,0.07402297068197962,-0.22404554579805358,211.80453721323568,150.23552767010295,-0.8680734475632718,0.06596327621836412,5.27778035797443
2024-05-08,248,103.65,249.75,21.28,29.76,1.0,82.11,3711.0,25591.42,6.896098086769065,43.65,1.50125,1.2836778428982196,16736.48,1462.0,1.672608695652174,3711.0,25591.420000000002,119.02958114800083,263.1559930830149,109.61593371108657,138.10964301087182,288.28316828496,0.07402297068197962,-0.22404554579805358,80.01088879368153,150.1735252740882,-0.8675357234163188,0.0662321382918406,7.883583679414254
2024-05-09,180,86.88,180.25,14.5,29.87,0.82,95.45,5126.0,26861.8,5.240304330862271,33.89,1.2825,0.687410073170049,25591.42,3711.0,1.50125,5126.0,26861.8,129.8225306818715,271.3420615248528,130.43629796436124,141.3851600011851,288.28316828496,0.07402297068197962,-0.22404554579805358,119.02958114800083,146.8980082837749,-0.8376997325147072,0.0811501337426464,10.535115727642689
2024-05-10,210,115.57,213.91,13.6,32.73,0.82,102.37,2399.0,15136.98,6.309704043351396,30.94,1.840833333333333,0.8444855221384493,26861.8,5126.0,1.2825,2399.0,15136.98,75.98692333317726,264.01877916229813,133.6767625388022,141.93520964640283,288.28316828496,0.07402297068197962,-0.22404554579805358,129.8225306818715,146.3479586385572,-0.8324182554725293,0.08379087226373533,6.367010586724505
2024-05-11,300,118.86,313.12,7.46,28.01,0.34,102.76,2473.0,17898.100000000002,7.237403962798222,76.97,1.677391304347826,1.0523532823296744,15136.98,2399.0,1.840833333333333,2473.0,17898.1,86.73776729845335,268.5878143986373,119.85676085406034,147.64267312603226,288.28316828496,0.07402297068197962,-0.22404554579805358,75.98692333317726,140.64049515892776,-0.7731819913898129,0.11340900430509354,9.836843824964498
2024-05-12,174,95.0,191.29,7.78,29.78,0.57,98.08,754.0,4169.19,5.529429708222811,38.52,2.165833333333333,1.090898778497591,17898.100000000002,2473.0,1.677391304347826,754.0,4169.19,20.88145401831031,245.90771831800413,164.52919419336564,148.07585979388153,288.28316828496,0.07402297068197962,-0.22404554579805358,86.73776729845335,140.2073084910785,-0.768365167964863,0.11581741601756851,2.4184360470903727
2024-05-13,254,114.96,245.56,10.94,30.48,0.67,62.08,6154.0,52364.36,8.508995775105623,57.42,2.0620833333333333,1.1384542501612196,4169.19,754.0,2.165833333333333,6154.0,52364.36,185.66314086927844,330.0099007814594,123.88614576449149,144.78471758670116,288.28316828496,0.07402297068197962,-0.22404554579805358,20.88145401831031,143.49845069825886,-0.8038407760674441,0.09807961196627796,18.20976881289923
2024-05-14,258,134.94,314.93,18.2,31.12,0.75,30.77,12970.0,91610.1,7.063230531996917,94.97,1.8004166666666668,0.743455382519423,52364.36,6154.0,2.0620833333333333,12970.0,91610.1,317.7163738421681,315.76795116157086,123.92005794347526,146.81694231899598,288.28316828496,0.07402297068197962,-0.22404554579805358,185.66314086927844,141.46622596596404,-0.7822410683888623,0.10887946580556884,34.592789061617665
2024-05-15,298,156.45,321.92,26.59,35.44,1.2,39.86,10557.0,72955.29000000001,6.910608127308896,144.39,1.5420833333333333,0.787085869944739,91610.1,12970.0,1.8004166666666668,10557.0,72955.29000000001,249.86894588278335,317.990962610717,152.2428174023977,148.24535982510145,288.28316828496,0.07402297068197962,-0.22404554579805358,317.7163738421681,140.03780845985858,-0.7664684403472506,0.1167657798263747,29.176142320397418
2024-05-16,259,126.34,280.51,27.22,31.57,1.16,35.71,6307.0,55049.380000000005,8.7282987157127,73.24,1.9520833333333332,1.1141265994985243,72955.29000000001,10557.0,1.5420833333333333,6307.0,55049.380000000005,186.25492937028855,324.55142786122593,130.2760182989379,148.62595120239996,288.28316828496,0.07402297068197962,-0.22404554579805358,249.86894588278335,139.65721708256007,-0.762185157400116,0.11890742129994197,22.147093355823838
2024-05-17,249,108.1,243.44,26.87,30.01,0.93,34.19,4078.0,34831.63,8.541351152525747,71.54,1.8378260869565213,0.7497087708615386,55049.380000000005,6307.0,1.9520833333333332,4078.0,34831.63,123.53364774223975,328.35439837651677,130.2822509357842,150.87456614734327,288.28316828496,0.07402297068197962,-0.22404554579805358,186.25492937028855,137.40860213761675,-0.73619870201944,0.13190064899027998,16.29416830933806
2024-05-18,291,133.35,284.89,33.85,33.22,0.7,38.31,4074.0,38601.84,9.475169366715756,88.69,2.859583333333333,1.6675456558945412,34831.63,4078.0,1.8378260869565213,4074.0,38601.84,125.3027518360399,327.2214892920011,142.27667887242922,148.19116095641897,288.28316828496,0.07402297068197962,-0.22404554579805358,123.53364774223975,140.09200732854106,-0.7670756631326995,0.11646216843365026,14.593030189528758
2024-05-19,244,114.26,256.32,31.49,32.97,0.56,34.34,1118.0,7089.620000000001,6.3413416815742405,52.82,1.5770833333333334,0.7764606385312817,38601.84,4074.0,2.859583333333333,1118.0,7089.620000000001,19.499702675567626,362.34772558450663,279.5889864672713,151.13946509062663,288.28316828496,0.07402297068197962,-0.22404554579805358,125.3027518360399,137.1437031943334,-0.733061915441672,0.133469042279164,2.602606640836463
2024-05-20,279,158.03,366.53,30.4,33.13,0.54,36.09,3622.0,23907.03,6.600505245720596,41.78,2.77875,1.5686918185989025,7089.620000000001,1118.0,1.5770833333333334,3622.0,23907.03,76.33668884459044,335.10566509527183,148.30993642143028,149.49772452317154,288.28316828496,0.07402297068197962,-0.22404554579805358,19.499702675567626,138.78544376178849,-0.7522475417369126,0.12387622913154372,9.456301158455844
2024-05-21,275,125.18,288.44,31.5,31.01,1.18,29.09,1932.0,13759.64,7.121966873706004,111.29,1.8530434782608691,1.1887251948759252,23907.03,3622.0,2.77875,1932.0,13759.64,46.05920294427185,334.2268323432603,169.6875140993086,152.86586252811856,288.28316828496,0.07402297068197962,-0.22404554579805358,76.33668884459044,135.41730575684147,-0.71223809352771,0.14388095323614503,6.627042024918892
2024-05-22,227,95.22,201.08,34.0,30.52,3.81,28.28,1587.0,10215.1,6.436735979836169,29.02,1.4125,0.7064624055353425,13759.64,1932.0,1.8530434782608691,1587.0,10215.1,35.72702219647509,322.67131141383015,123.45429439647276,150.55822354456313,288.28316828496,0.07402297068197962,-0.22404554579805358,46.05920294427185,137.7249447403969,-0.7399240328842952,0.1300379835578524,4.645869924956256
2024-05-23,158,75.15,154.37,31.13,30.25,1.08,28.01,743.0,4171.0,5.613728129205922,41.04,1.25625,0.8398023188718929,10215.1,1587.0,1.4125,743.0,4171.0,13.157142495483843,333.3606335283878,187.37292760339875,145.2707912400192,288.28316828496,0.07402297068197962,-0.22404554579805358,35.72702219647509,143.01237704494082,-0.7987654956053998,0.10061725219730011,1.3238355246639124
2024-05-24,138,75.25,148.72,30.11,30.53,0.57,29.42,994.0,4976.200000000001,5.006237424547284,22.59,1.6216666666666668,0.7959309395959305,4171.0,743.0,1.25625,994.0,4976.2,18.431554536353605,293.8007228294259,197.84629678901004,150.96077297898404,288.28316828496,0.07402297068197962,-0.22404554579805358,13.157142495483843,137.322395305976,-0.7351796125114624,0.13241019374426882,2.4405257071666377
2024-05-25,197,84.83,178.63,30.42,31.13,0.58,29.5,1745.0,9743.18,5.583484240687679,48.52,2.111111111111111,1.2828916989017862,4976.200000000001,994.0,1.6216666666666668,1745.0,9743.18,35.399218644011356,289.72362103956243,190.64770755213505,151.52958281301676,288.28316828496,0.07402297068197962,-0.22404554579805358,18.431554536353605,136.75358547194327,-0.728413846036522,0.13579307698173898,4.806968822419644
2024-05-26,184,91.93,198.16,29.25,34.03,0.54,30.34,1070.0,8626.63,8.062271028037383,59.75,1.563529411764706,0.8440374782590419,9743.18,1745.0,2.111111111111111,1070.0,8626.630000000001,35.495898775716526,312.77405438238895,206.05468169688123,163.66637086233447,288.28316828496,0.07402297068197962,-0.22404554579805358,35.399218644011356,124.61679742262555,-0.5680850398082338,0.21595748009588311,7.665604853342283
2024-05-27,251,120.85,244.94,28.39,33.09,0.93,32.36,1072.0,6849.959999999999,6.389888059701492,89.54,1.894117647058824,0.7832628775156638,8626.63,1070.0,1.563529411764706,1072.0,6849.959999999999,25.521636104950616,343.08127630618725,202.71366846972188,167.94923887965854,288.2727528310958,0.07402382212457244,-0.22418492711308988,35.495898775716526,120.32351395143723,-0.5048819152881039,0.24755904235594806,6.318111793498563
2024-05-28,265,127.62,282.7,27.45,33.88,1.28,37.17,1415.0,9299.17,6.571851590106007,52.01,2.1708695652173917,0.9473019727985286,6849.959999999999,1072.0,1.894117647058824,1415.0,9299.17,29.418628911088735,353.97039203655993,221.3406453550726,166.20467494675393,288.2723002507035,0.07402385914381562,-0.2241909871702654,25.521636104950616,122.06762530394957,-0.530919832671875,0.23454008366406248,6.899847686088759
2024-05-29,229,103.57,231.0,28.57,31.59,0.66,32.63,1433.0,13064.5,9.1168876482903,71.67,1.7875,0.9025097855666044,9299.17,1415.0,2.1708695652173917,1433.0,13064.5,40.76469175495389,374.0714582906178,174.33877043472765,157.9433246025751,288.2723002507035,0.07402385914381562,-0.2241909871702654,29.418628911088735,130.3289756481284,-0.6471753937653579,0.17641230311732103,7.191393158359083
2024-05-30,150,81.19,244.07,31.15,30.6,0.61,42.61,2687.0,17273.04,6.428373650911798,89.8,2.4791304347826086,1.7107917174206968,13064.5,1433.0,1.7875,2687.0,17273.04,53.14363081333611,370.0616653590622,168.0450263153735,156.83666183150854,288.2723002507035,0.07402385914381562,-0.2241909871702654,40.76469175495389,131.43563841919496,-0.6617783122674303,0.16911084386628483,8.987164252961566
2024-05-31,256,97.29,322.16,31.3,34.41,0.67,72.38,2295.0,12222.63,5.325764705882353,49.31,2.0508333333333333,1.1065650599418264,17273.04,2687.0,2.4791304347826086,2295.0,12222.630000000001,40.04282373023951,350.89017188858844,165.14441594342702,164.64089544526826,288.2723002507035,0.07402385914381562,-0.2241909871702654,53.14363081333611,123.63140480543524,-0.5538480045968256,0.2230759977015872,8.93259285441197
2024-06-01,273,138.23,384.78,30.11,34.62,0.56,61.55,1803.0,9288.27,5.151564059900166,111.93,1.99375,1.1822337461072503,12222.63,2295.0,2.0508333333333333,1803.0,9288.27,26.464361454160304,401.52631866639655,224.63386964197758,162.06708676760684,288.2723002507035,0.07402385914381562,-0.2241909871702654,40.04282373023951,126.20521348309666,-0.5906790924670777,0.20466045376646114,5.416208223848091
2024-06-02,180,59.75,180.47,28.53,33.23,0.74,74.34,1377.0,6102.79,4.431946259985476,43.63,1.4854166666666666,0.9124595484383032,9288.27,1803.0,1.99375,1377.0,6102.79,18.370020353274235,394.48235695147116,208.2853164259374,164.09715884198386,288.2723002507035,0.07402385914381562,-0.2241909871702654,26.464361454160304,124.17514140871964,-0.5617244842549473,0.21913775787252637,4.025565072289191
2024-06-03,162,72.46,176.55,28.08,34.13,0.82,73.23,543.0,3144.97,5.79184162062615,70.74,1.9654166666666668,0.855036125179702,6102.79,1377.0,1.4854166666666666,543.0,3144.9700000000003,9.640139192388562,398.49924460117614,490.8885533122389,157.90847296562856,288.2723002507035,0.07402385914381562,-0.2241909871702654,18.370020353274235,130.36382728507493,-0.6476389876856866,0.1761805061571567,1.6984046023404604
2024-06-04,214,100.2,321.78,29.47,33.24,1.09,76.55,620.0,2409.17,3.885758064516129,27.27,1.8030434782608693,1.079871350850346,3144.97,543.0,1.9654166666666668,620.0,2409.17,7.265995638539062,402.78028819741945,263.74205974599613,161.3799993555574,288.2723002507035,0.07402385914381562,-0.2241909871702654,9.640139192388562,126.8923008951461,-0.600312762496048,0.19984361875197598,1.4520628622417207
2024-06-05,287,174.68,385.98,26.75,33.55,0.84,61.52,163.0,1064.43,6.530245398773007,25.13,2.0075,1.2487115098302766,2409.17,620.0,1.8030434782608693,163.0,1064.43,3.8132740809584886,314.70915392031554,383.423344502898,156.55956345957827,288.2723002507035,0.07402385914381562,-0.2241909871702654,7.265995638539062,131.71273679112522,-0.6653963150936464,0.1673018424531768,0.6379677795232996
2024-06-06,210,95.89,192.09,28.02,32.8,0.76,76.98,218.0,1036.45,4.754357798165138,41.9,2.022727272727273,1.1751157260869969,1064.43,163.0,2.0075,218.0,1036.45,4.75675728170051,283.9006063104859,177.5153641765354,147.4954659228997,288.2723002507035,0.07402385914381562,-0.2241909871702654,3.8132740809584886,140.77683432780378,-0.7746888850184747,0.11265555749076267,0.5358751434182158
2024-06-07,214,79.87,283.4,27.39,33.96,0.72,73.87,362.0,1449.54,4.004254143646409,36.53,2.260434782608696,1.802819706260344,1036.45,218.0,2.022727272727273,362.0,1449.54,6.199985629556252,343.8183237149463,167.11184780615872,159.0744539902489,288.2723002507035,0.07402385914381562,-0.2241909871702654,4.75675728170051,129.19784626045458,-0.6320001721741103,0.18399991391294485,1.1407968220998457
2024-06-08,232,63.06,240.76,27.02,35.63,0.77,75.39,165.0,486.62,2.9492121212121214,22.27,1.4441666666666666,0.9725578854647726,1449.54,362.0,2.260434782608696,165.0,486.62,1.4203262847385703,412.832046170261,236.5661823954769,161.3447425507585,288.2723002507035,0.07402385914381562,-0.2241909871702654,6.199985629556252,126.927557699945,-0.600804782270084,0.19959760886495798,0.2834937302418681
2024-06-09,146,60.8,163.39,27.16,36.19,0.78,87.82,733.0,3945.8600000000006,5.383165075034107,127.89,1.59875,0.8481556076467387,486.62,165.0,1.4441666666666666,733.0,3945.86,16.986625128097064,330.72877307806783,150.26907786484458,167.19116610192862,288.2723002507035,0.07402385914381562,-0.2241909871702654,1.4203262847385703,121.08113414877488,-0.5162513567629328,0.24187432161853362,4.108628429446814
