date,frp_total,c_delhi_peak,c_delhi_integrated,wind_speed
2021-03-12,14.53,0.00024850954614560433,0.0010922332851047356,1.2152083333333332
2021-03-13,39.82,0.1070385784103856,2.9666649268047687,1.2152083333333332
2021-03-14,209.29999999999998,0.00041846144822399223,0.0021235718925442263,1.2152083333333332
2021-03-15,98.89999999999999,1.0129561107024024e-05,4.188462353148446e-05,1.2152083333333332
2021-03-16,43.300000000000004,5.454389264131298e-06,2.255329003017489e-05,1.2152083333333332
2021-03-17,112.16000000000001,0.0002450567743279438,0.0010735723805601488,1.2152083333333332
2021-03-18,96.05999999999999,3.1136897712111656e-08,1.0102845764110002e-07,1.2152083333333332
2021-03-19,245.12,0.000259315741272138,0.001144029152271173,1.2152083333333332
2021-03-20,143.26999999999998,0.11290885691687848,3.0757448661463282,1.2152083333333332
2021-03-21,18.54,0.012437151384449851,0.08172053892923868,1.2152083333333332
2021-03-22,3.95,2.2846600486721294e-06,7.96778221548336e-06,1.2152083333333332
2021-03-23,6.33,0.00438440308189969,0.04862617751990572,1.2152083333333332
2021-03-24,68.58,0.061261756295025754,0.7417585797718771,1.2152083333333332
2021-03-25,157.83,4.5934334513087634e-08,1.5247059784090756e-07,1.2152083333333332
2021-03-26,216.98999999999998,1.3357659290222628e-05,5.523245938651928e-05,1.2152083333333332
2021-03-27,89.52000000000001,1.280109015309164e-05,5.2931106911965736e-05,1.2152083333333332
2021-03-28,134.86,0.01756941653419484,0.406604573577378,1.2152083333333332
2021-03-29,220.99,0.08566877059696039,0.955239983385932,1.2152083333333332
2021-03-30,181.20000000000002,1.2535232877453459e-05,4.550364944204434e-05,1.2152083333333332
2021-03-31,503.81000000000006,0.27956622267530873,5.8965000940133745,1.2152083333333332
2021-04-01,828.72,0.0009149970473315433,0.009416438427030948,1.2152083333333332
2021-04-02,1201.51,0.007982819307571432,0.1420354951210296,1.2152083333333332
2021-04-03,1680.71,0.010592357891987711,0.19772910901051294,1.2152083333333332
2021-04-04,494.57,0.0691801840738791,1.8862511451658022,1.2152083333333332
2021-04-05,33.8,2.067208695570233e-11,6.31097627979003e-11,1.2152083333333332
2021-04-06,1.6400000000000001,0.0036044356863729385,0.05862737962473607,1.2152083333333332
2021-04-07,20.740000000000002,0.008653983932638436,0.1326343635372984,1.2152083333333332
2021-04-08,71.81,0.47528158663994197,11.885991584084625,1.2152083333333332
2021-04-09,233.03000000000003,0.008587736185661794,0.09570370847767434,1.2152083333333332
2021-04-10,267.35999999999996,0.049427531895212096,0.5991139450575517,1.2152083333333332
2021-04-11,742.65,0.055413542047169445,1.2675091737547544,1.2152083333333332
2021-04-12,820.4999999999999,6.869937809358014e-10,4.121962685614808e-09,34.800000000000004
2021-04-13,486.1,0.14908970063439658,0.44726910190318975,36.06956521739131
2021-04-14,545.73,0.0,0.0,37.32173913043478
2021-04-15,145.99,0.0,0.0,35.80869565217392
2021-04-16,32.43,9.21177634857444e-06,2.7635329045723322e-05,27.080000000000002
2021-04-17,39.36,3.3298329129609714e-05,0.0002059776676701529,0.0
2021-04-18,160.43,0.034243652731585354,0.9311565032792284,1.2152083333333332
2021-04-19,392.84,0.308696103164678,7.332861767685904,1.2152083333333332
2021-04-20,0.0,0.0,0.0,
2021-04-21,19.64,0.0979681271524191,2.6694489479819303,1.2152083333333332
2021-04-22,265.43,0.1934008457467121,3.614174973685714,1.2152083333333332
2021-04-23,249.78,0.002093109102483735,0.01065796115585788,1.2152083333333332
2021-04-24,834.49,2.137811707437491,44.33851344577559,1.2152083333333332
2021-04-25,293.18000000000006,0.0010121946491960785,0.0066303494481202725,1.2152083333333332
2021-04-26,3464.7999999999997,6.87254424106458,119.54010379244792,1.2152083333333332
2021-04-27,4242.25,6.64568777872739,129.57085091054773,1.2152083333333332
2021-04-28,6337.77,12.506873706330014,295.63566145316656,1.2152083333333332
2021-04-29,7056.399999999999,11.718859877493461,250.28722757068925,1.2152083333333332
2021-04-30,1580.74,1.7162205456606487,31.252034692832037,1.2152083333333332
2021-05-01,6731.24,4.320187965242903,71.06454002189014,1.2152083333333332
2021-05-02,7412.0,5.964482093175604,182.21610263428096,1.2152083333333332
2021-05-03,7116.6,8.753287990648463,257.74043282144714,1.2152083333333332
2021-05-04,2496.29,0.15716973404132667,3.5150183693503547,1.2152083333333332
2021-05-05,3128.2400000000002,4.829137247935239,122.59325306933899,1.2152083333333332
2021-05-06,1700.9199999999998,0.8031904308905382,14.149339432307215,1.2152083333333332
2021-05-07,8070.27,0.020085391282449946,0.15836688263921728,1.2152083333333332
2021-05-08,15142.46,1.0401243205962776,29.53790512957415,1.2152083333333332
2021-05-09,11169.060000000001,1.2548940476172994,31.762429271064338,1.2152083333333332
2021-05-10,5403.76,0.5480126082377101,13.552566978892095,1.2152083333333332
2021-05-11,2765.3500000000004,0.053557760666657135,1.0723316482231768,1.2152083333333332
2021-05-12,328.40000000000003,0.0012224719943318048,0.008778208080367486,1.2152083333333332
2021-05-13,34.64,0.0036524955906512696,0.05945977499607316,1.2152083333333332
2021-05-14,3308.8199999999997,0.09315778294149073,0.7927451754238012,1.2152083333333332
2021-05-15,7123.35,0.0017404909358422931,0.012624238698394036,1.2152083333333332
2021-05-16,4373.12,0.20075205248553138,5.63712544391352,1.2152083333333332
2021-05-17,4177.31,0.015365252107077003,0.09131400291974168,1.2152083333333332
2021-05-18,413.98999999999995,3.4159244853535504e-19,1.0248687859559514e-18,1.2152083333333332
2021-05-19,61.03000000000001,4.498783969319679e-16,1.3513919682351701e-15,1.2152083333333332
2021-05-20,1087.1100000000001,0.0005267346940124063,0.002232845250852347,1.2152083333333332
2021-05-21,457.96999999999997,1.8605387770351258e-12,5.6281175231303535e-12,1.2152083333333332
2021-05-22,903.55,3.816183534975963e-05,0.00014302672769857022,1.2152083333333332
2021-05-23,32.41,1.7077613275146593e-06,5.683274508266483e-06,1.2152083333333332
2021-05-24,901.24,0.028958357567785725,0.7349160226484337,1.2152083333333332
2021-05-25,956.2200000000001,0.021704968179232648,0.2556129928716697,1.2152083333333332
2021-05-26,1094.93,0.05066883714126747,1.443137708069706,1.2152083333333332
2021-05-27,483.23,5.221248308740653e-13,1.5788873300552638e-12,1.2152083333333332
2021-05-28,272.09,0.009976334909251863,0.10348126990723043,1.2152083333333332
2021-05-29,113.69,0.0018718995169052018,0.015211974685835608,1.2152083333333332
2021-05-30,76.61,0.014172068645039546,0.20194058778124852,1.2152083333333332
2021-05-31,153.7,2.761719685654481e-05,0.00010869380919250436,1.2152083333333332
2021-06-01,1.3399999999999999,2.1953692212001264e-17,6.59265616779741e-17,1.2152083333333332
2021-06-02,102.53999999999999,8.571763328136371e-06,3.544266678684552e-05,1.2152083333333332
2021-06-03,7.3500000000000005,9.878076817074587e-18,2.9663169403927554e-17,1.2152083333333332
2021-06-04,67.33000000000001,1.6850811315924426e-21,5.0552934743938905e-21,1.2152083333333332
2021-06-05,163.33999999999997,2.0481744244919852e-05,8.468977105906477e-05,1.2152083333333332
2021-06-06,140.54999999999998,1.5326616389009678e-13,4.61685449905241e-13,1.2152083333333332
2021-06-07,89.12,2.3912491588136867e-25,7.173747476442382e-25,1.2152083333333332
2021-06-08,106.59,1.9327847562709773e-09,5.9851107655814904e-09,1.2152083333333332
2021-06-09,113.35000000000001,0.06918186317843085,1.3830594800508633,1.2152083333333332
2021-06-10,54.410000000000004,4.6722623547844635e-08,1.5046162246216626e-07,1.2152083333333332
2021-06-11,82.81,0.00028709165038704506,0.0013625611074573718,1.2152083333333332
2021-06-12,3.92,7.208675054686982e-18,2.164752771515567e-17,1.2152083333333332
2021-06-13,0.62,1.0157678486149837e-17,3.0503334507719345e-17,1.2152083333333332
2021-06-14,4.34,2.0339095584499567e-17,6.107726474541333e-17,1.2152083333333332
2021-06-15,8.21,4.0479528708171945e-11,1.2315629887734957e-10,1.2152083333333332
2021-06-16,24.03,1.760736693579412e-05,7.254183875637835e-05,1.2152083333333332
2021-06-17,1.57,1.7476270904622445e-05,7.226246769710599e-05,1.2152083333333332
2021-06-18,103.57,6.304462173725203e-16,1.8934306852513374e-15,1.2152083333333332
2021-06-19,153.9,0.00014704248769125503,0.0007031260915716436,1.2152083333333332
2021-06-20,626.6399999999999,2.6085122592967796e-07,8.885073966753612e-07,1.2152083333333332
2021-06-21,229.69,5.09433911060534e-08,1.6181656162595986e-07,1.2152083333333332
2021-06-22,177.20000000000002,0.0003839520913214462,0.0021731884841698743,1.2152083333333332
2021-06-23,396.78000000000003,1.2232256343103406e-07,3.9115712792696196e-07,1.2152083333333332
2021-06-24,11.31,1.1749204262927808e-11,3.5586286960847854e-11,1.2152083333333332
2021-06-25,40.91,3.2876870474472996e-12,9.946982360976182e-12,1.2152083333333332
2021-06-26,28.590000000000007,7.2769465788757295e-09,2.2941960508372755e-08,1.2152083333333332
2021-06-27,178.88,0.00010876835832691257,0.00043791934058506454,1.2152083333333332
2021-06-28,66.55,2.0843026124248034e-13,6.276086835342309e-13,1.2152083333333332
2021-06-29,258.81,0.000998197702562006,0.0052383482982109415,1.2152083333333332
2021-06-30,265.79,5.156059180063904e-10,1.5798536182656294e-09,1.2152083333333332
2021-07-01,367.62,1.0590150251620416,17.239937104149455,1.2152083333333332
2021-07-02,211.11,3.7716505971227856e-15,1.1329335216073944e-14,1.2152083333333332
2021-07-03,0.0,0.0,0.0,
2021-07-04,123.47000000000001,1.6686571460574965e-09,5.130946137022381e-09,1.2152083333333332
2021-07-05,44.290000000000006,2.420441330395902e-15,7.27649667628142e-15,1.2152083333333332
2021-07-06,86.22,2.764998476705925e-11,8.41871403577654e-11,1.2152083333333332
2021-07-07,256.23,1.0222412742270807e-08,3.316727133966238e-08,1.2152083333333332
2021-07-08,200.59,3.165968776306205e-10,9.72240663356451e-10,1.2152083333333332
2021-07-09,169.27,5.3432683359472513e-11,1.6173585221342887e-10,1.2152083333333332
2021-07-10,59.06,7.59538615879693e-15,2.2825009107197865e-14,1.2152083333333332
2021-07-11,4.13,2.2869498181587406e-18,6.8623021115291716e-18,1.2152083333333332
2021-07-12,0.0,0.0,0.0,
2021-07-13,3.88,1.9591233625573442e-05,8.100760709996879e-05,1.2152083333333332
2021-07-14,0.6699999999999999,1.0976846106000632e-17,3.296328083898705e-17,1.2152083333333332
2021-07-15,8.469999999999999,2.222641661272076e-16,6.67392030269331e-16,1.2152083333333332
2021-07-16,0.0,0.0,0.0,
2021-07-17,9.06,3.223259620946954e-28,9.669793804655163e-28,1.2152083333333332
2021-07-18,5.3100000000000005,6.910206963452085e-20,2.0733463405885293e-19,1.2152083333333332
2021-07-19,0.0,0.0,0.0,
2021-07-20,0.0,0.0,0.0,
2021-07-21,0.0,0.0,0.0,
2021-07-22,0.0,0.0,0.0,
2021-07-23,3.93,0.0032556605745219474,0.05274952216066064,1.2152083333333332
2021-07-24,0.0,0.0,0.0,
2021-07-25,0.0,0.0,0.0,
2021-07-26,0.0,0.0,0.0,
2021-07-27,0.0,0.0,0.0,
2021-07-28,0.0,0.0,0.0,
2021-07-29,0.0,0.0,0.0,
2021-07-30,0.0,0.0,0.0,
2021-07-31,1.68,2.752403202698665e-17,8.265419673059436e-17,1.2152083333333332
2021-08-01,2.25,1.8349354684657772e-17,5.510279782039625e-17,1.2152083333333332
2021-08-02,0.0,0.0,0.0,
2021-08-03,0.0,0.0,0.0,
2021-08-04,2.06,3.3749705937852686e-17,1.0134978884822884e-16,1.2152083333333332
2021-08-05,2.34,1.31499239063031e-10,4.0488611129513145e-10,1.2152083333333332
2021-08-06,0.0,0.0,0.0,
2021-08-07,0.0,0.0,0.0,
2021-08-08,0.74,4.269560077924596e-14,1.2864185048170165e-13,1.2152083333333332
2021-08-09,7.960000000000001,5.205743958004132e-06,1.8568328568060044e-05,1.2152083333333332
2021-08-10,6.42,5.937201625500971e-06,2.120230490240886e-05,1.2152083333333332
2021-08-11,0.0,0.0,0.0,
2021-08-12,14.94,0.0,0.0,1.2152083333333332
2021-08-13,0.44,4.853792170802572e-25,1.4561417221067987e-24,1.2152083333333332
2021-08-14,2.36,1.5583935838532556e-05,6.443786928409079e-05,1.2152083333333332
2021-08-15,9.62,0.0919654448971682,2.2995739280806697,1.2152083333333332
2021-08-16,1.33,0.006939741607867714,0.11297357244905146,1.2152083333333332
2021-08-17,0.0,0.0,0.0,
2021-08-18,9.02,6.389413694447729e-05,0.00026419526408429735,1.2152083333333332
2021-08-19,8.370000000000001,4.335670491973076e-24,1.3007139134090957e-23,1.2152083333333332
2021-08-20,0.0,0.0,0.0,
2021-08-21,0.0,0.0,0.0,
2021-08-22,3.07,3.749121469599551e-17,1.125845630853175e-16,1.2152083333333332
2021-08-23,1.04,1.7038686492896505e-17,5.116688369036796e-17,1.2152083333333332
2021-08-24,1.2,1.3653554702504076e-11,4.157161767136103e-11,1.2152083333333332
2021-08-25,2.7199999999999998,0.00018231368725756875,0.000987805861400371,1.2152083333333332
2021-08-26,0.0,0.0,0.0,
2021-08-27,0.0,0.0,0.0,
2021-08-28,0.0,0.0,0.0,
2021-08-29,4.359999999999999,0.013096805590787942,0.21320576454670606,1.2152083333333332
2021-08-30,9.559999999999999,1.147510415650136e-12,3.4594585705038887e-12,1.2152083333333332
2021-08-31,1.89,4.535955974000577e-21,1.3608730206764996e-20,1.2152083333333332
2021-09-01,0.0,0.0,0.0,
2021-09-02,0.0,0.0,0.0,
2021-09-03,0.0,0.0,0.0,
2021-09-04,12.8,1.6363132630459542e-05,6.76597627482964e-05,1.2152083333333332
2021-09-05,3.57,1.83667815308954e-05,7.594463167702795e-05,1.2152083333333332
2021-09-06,0.0,0.0,0.0,
2021-09-07,9.280000000000001,0.030092694427101427,0.6966293914138518,1.2152083333333332
2021-09-08,0.0,0.0,0.0,
2021-09-09,2.67,2.972079192059995e-05,0.00012289222213456878,1.2152083333333332
2021-09-10,0.0,0.0,0.0,
2021-09-11,0.0,0.0,0.0,
2021-09-12,0.0,0.0,0.0,
2021-09-13,0.0,0.0,0.0,
2021-09-14,4.4,8.344578224750599e-10,2.5778831315021772e-09,1.2152083333333332
2021-09-15,10.510000000000002,4.403975097594485e-20,1.3213721968467596e-19,1.2152083333333332
2021-09-16,4.74,1.4349878630450053e-05,5.79722170360348e-05,1.2152083333333332
2021-09-17,0.77,1.2615181345702216e-17,3.7883173501522423e-17,1.2152083333333332
2021-09-18,17.259999999999998,1.1140679629972163e-17,3.34552701052447e-17,1.2152083333333332
2021-09-19,75.6,0.0006478182118763408,0.0036043081398440357,1.2152083333333332
2021-09-20,143.09,0.0009148274434714007,0.00450555752993284,1.2152083333333332
2021-09-21,2.77,4.635753548909163e-07,1.57192723879681e-06,1.2152083333333332
2021-09-22,0.0,0.0,0.0,
2021-09-23,0.0,0.0,0.0,
2021-09-24,9.280000000000001,1.2578462498231438e-05,5.2010565922120864e-05,1.2152083333333332
2021-09-25,182.65,1.2719530534948877e-17,3.819498560871671e-17,1.2152083333333332
2021-09-26,146.64000000000001,1.836697440615419e-05,7.594522174763522e-05,1.2152083333333332
2021-09-27,196.31,5.089876654574646e-06,1.7751011820850735e-05,1.2152083333333332
2021-09-28,49.4,0.005090320817313376,0.03978022661941161,1.2152083333333332
2021-09-29,86.80000000000001,0.006852036354388675,0.06123892751423164,1.2152083333333332
2021-09-30,281.4,0.00020298495062319794,0.0011168351581724077,1.2152083333333332
2021-10-01,238.99,0.024040730065587528,0.28952446447145397,1.2152083333333332
2021-10-02,11.9,0.0016392007241377772,0.009883139765017692,1.2152083333333332
2021-10-03,68.39,0.0002315082109478398,0.0010137979475476984,1.2152083333333332
2021-10-04,34.510000000000005,0.00027809423534777084,0.001571086811724238,1.2152083333333332
2021-10-05,171.0,0.008533967159431598,0.19755792764010383,1.2152083333333332
2021-10-06,607.07,0.008811333490308671,0.11757386181358341,1.2152083333333332
2021-10-07,633.48,0.0883362009092225,0.9155123353382619,1.2152083333333332
2021-10-08,378.37,0.1916173635851028,2.5199185736148086,1.2152083333333332
2021-10-09,464.40000000000003,0.032949256614272726,0.3179585180044089,1.2152083333333332
2021-10-10,976.7099999999998,0.1409166863012523,1.4780074265817604,1.2152083333333332
2021-10-11,1001.5799999999999,0.12176878220884378,1.3245892760332918,1.2152083333333332
2021-10-12,1504.6699999999998,0.3718499837547239,3.8012034215761368,1.2152083333333332
2021-10-13,1715.65,0.6758769919035441,7.997513270390527,1.2152083333333332
2021-10-14,2188.22,0.4736133867918849,5.611961584926523,1.2152083333333332
2021-10-15,4448.120000000001,0.7359429957746287,7.110947938616583,1.2152083333333332
2021-10-16,5582.23,1.4319125437517701,16.427436116002443,1.2152083333333332
2021-10-17,96.83000000000001,0.010270243717517627,0.10165947602300937,1.2152083333333332
2021-10-18,804.0500000000001,2.0259116629406484e-05,8.376923018752557e-05,1.2152083333333332
2021-10-19,2420.8799999999997,0.08867565623507356,0.7588890269439484,1.2152083333333332
2021-10-20,4821.860000000001,0.6326972251510723,6.384905753326248,1.2152083333333332
2021-10-21,6851.780000000001,0.7238748551123595,8.474937523634887,1.2152083333333332
2021-10-22,10034.439999999999,0.8440850678863976,9.820139762793193,1.2152083333333332
2021-10-23,7005.039999999999,1.5525020715581694,19.530842390422496,1.2152083333333332
2021-10-24,79.00999999999999,0.07044753087500116,0.7496221006564375,1.2152083333333332
2021-10-25,922.7900000000001,0.26017366194853614,2.4537814166079857,1.2152083333333332
2021-10-26,3039.74,0.5347855211027618,5.493415148001099,1.2152083333333332
2021-10-27,5433.370000000001,0.6558377517497703,8.735017413669105,1.2152083333333332
2021-10-28,8559.509999999998,0.9188619318652266,14.574591394125916,1.2152083333333332
2021-10-29,9091.430000000002,0.7831279183660136,15.73449690522234,1.2152083333333332
2021-10-30,11425.2,0.30971718260413256,4.176150617423035,1.2152083333333332
2021-10-31,22750.41,0.7601402579466519,23.938103836523272,1.2152083333333332
2021-11-01,24434.4,1.1217675317965434,17.266871596832523,1.2152083333333332
2021-11-02,27278.46,1.1202023361667397,19.495497509316117,1.2152083333333332
2021-11-03,21382.22,0.937494511012728,19.527651259284184,1.2152083333333332
2021-11-04,21650.399999999998,0.15378118639520677,1.6888278510860264,1.2152083333333332
2021-11-05,41154.41,0.7662762247274656,9.567089006927448,1.2152083333333332
2021-11-06,44068.18,0.9991700590095205,14.527576201960041,1.2152083333333332
2021-11-07,54430.200000000004,2.167022031324392,40.91924390241572,1.2152083333333332
2021-11-08,43331.15,1.9408166520925156,45.25450578841248,1.2152083333333332
2021-11-09,30759.89,1.0082664389443818,23.650461767070823,1.2152083333333332
2021-11-10,34257.100000000006,0.856827853110357,17.67759283372537,1.2152083333333332
2021-11-11,41827.899999999994,0.730125500381258,14.698718853662678,1.2152083333333332
2021-11-12,49621.88,2.0514623398803526,47.784135210956485,1.2152083333333332
2021-11-13,35536.03,3.7695189205272355,82.02988681471979,1.2152083333333332
2021-11-14,19988.86,2.3514447530950733,54.72480239139212,1.2152083333333332
2021-11-15,12032.29,0.19997003362711235,2.392573059467682,1.2152083333333332
2021-11-16,15784.890000000001,0.9131104963620039,29.477964201629526,1.2152083333333332
2021-11-17,11031.480000000001,1.3107279618766645,26.035739449753756,1.2152083333333332
2021-11-18,6533.509999999999,1.9354155472823162,42.47675267176152,1.2152083333333332
2021-11-19,5146.6,1.8753688379362183,42.05107974231335,1.2152083333333332
2021-11-20,1924.94,1.2353320450945544,25.617307186632782,1.2152083333333332
2021-11-21,2995.7900000000004,1.006127197935724,18.744059495998876,1.2152083333333332
2021-11-22,2034.71,1.507817309167082,29.608465336867035,1.2152083333333332
2021-11-23,1443.8100000000002,1.2178480849013043,26.773795422197658,1.2152083333333332
2021-11-24,1050.53,1.0131544074735155,30.151552277724523,1.2152083333333332
2021-11-25,325.88,0.39402747894228574,10.063645847053275,1.2152083333333332
2021-11-26,353.34999999999997,0.2801582741747928,6.933359053391021,1.2152083333333332
2021-11-27,373.26,0.1535958487945602,2.905775838808944,1.2152083333333332
2021-11-28,355.29999999999995,0.16092489808622712,4.169880316392796,1.2152083333333332
2021-11-29,254.38,0.28107538035972146,4.342529366245795,1.2152083333333332
2021-11-30,169.3,0.33265015837164996,7.860827613686804,1.2152083333333332
2021-12-01,0.0,0.0,0.0,
2021-12-02,0.53,0.0,0.0,15.357142857142858
2021-12-03,104.81,0.06528891091290802,0.9843141982982024,1.2152083333333332
2021-12-04,122.09000000000002,0.3433355164457455,8.300306361444125,1.2152083333333332
2021-12-05,70.58,0.10126646103677132,1.9481795291940376,1.2152083333333332
2021-12-06,31.71,0.12912798020567706,2.2406512715094298,1.2152083333333332
2021-12-07,124.25999999999999,0.2046611673498998,5.5126474407839785,1.2152083333333332
2021-12-08,129.76,0.042479060396241546,1.1582243871537214,1.2152083333333332
2021-12-09,73.38000000000001,0.07504252327712721,1.5676821787363777,1.2152083333333332
2021-12-10,312.11,0.20815738159599068,6.37604280716863,1.2152083333333332
2021-12-11,152.28,0.25732358646710307,3.152253384138507,1.2152083333333332
2021-12-12,58.2,0.13833421927171027,3.2925284375356267,1.2152083333333332
2021-12-13,35.5,0.00011731701530337673,0.0005149198128617308,1.2152083333333332
2021-12-14,133.01,0.49211928233674823,12.394624189584162,1.2152083333333332
2021-12-15,99.14000000000001,0.02321921002701326,0.7278474741006163,1.2152083333333332
2021-12-16,36.379999999999995,0.012829379064194388,0.1114210600669632,1.2152083333333332
2021-12-17,23.73,0.3323195814238461,9.184059174499119,1.2152083333333332
2021-12-18,42.81,0.010518703938474172,0.11424479119365107,1.2152083333333332
2021-12-19,54.599999999999994,0.2205994471433625,5.827451443404048,1.2152083333333332
2021-12-20,67.41,0.09481394153595157,3.1719997227498036,1.2152083333333332
2021-12-21,109.35,0.26004409074838075,5.923119777105888,1.2152083333333332
2021-12-22,51.76,3.855966006288268e-09,2.313579603772961e-08,17.404255319148938
2021-12-23,33.42,4.828403981377182e-13,2.897042388826309e-12,22.97142857142857
2021-12-24,78.43,6.778453269284711e-06,4.0670719615746016e-05,25.333333333333332
2021-12-25,79.14,2.46746265231465e-06,1.48047759138879e-05,31.03614457831325
2021-12-26,0.0,0.0,0.0,
2021-12-27,55.169999999999995,0.0,0.0,31.3
2021-12-28,24.929999999999996,1.8983484269683157e-07,1.1390090561809894e-06,37.151898734177216
