date,AQI,frp_total,c_delhi_peak,c_delhi_integrated,wind_speed,month,season,season_bearing,ang_diff_to_target,wind_toward_delhi
2022-09-21,84,140.99,8.110048491240572e-28,2.433019075766777e-27,1.167857142857143,9,SON,140.0,0.7170380187416185,False
2022-09-22,51,213.86,1.9165095042533343e-25,5.749576816136232e-25,1.1445945945945946,9,SON,140.0,0.7170380187416185,False
2022-09-23,31,10.84,8.772778929670819e-34,2.6318337610226392e-33,1.074025974025974,9,SON,140.0,0.7170380187416185,False
2022-09-24,37,0.0,0.0,0.0,,9,SON,140.0,0.7170380187416185,False
2022-09-25,24,0.0,0.0,0.0,,9,SON,140.0,0.7170380187416185,False
2022-09-26,66,96.59,0.3426086510963196,4.648245333906551,0.9239130434782608,9,SON,140.0,0.7170380187416185,False
2022-09-27,75,16.82,0.0528608960351598,0.7264741147491942,0.9472527472527472,9,SON,140.0,0.7170380187416185,False
2022-09-28,108,11.16,8.653641866579159e-07,3.4759984701817182e-06,0.7000000000000001,9,SON,140.0,0.7170380187416185,False
2022-09-29,124,23.74,0.0063484003050273,0.0916968937223555,1.0329113924050637,9,SON,140.0,0.7170380187416185,False
2022-09-30,133,48.95,0.0038693483390136,0.0529580988982716,0.9473118279569892,9,SON,140.0,0.7170380187416185,False
2022-10-01,139,108.48000000000002,4.902130442091521e-18,1.4721867729595133e-17,1.018888888888889,10,SON,140.0,0.7170380187416185,False
2022-10-02,141,337.7100000000001,0.0001474355162781,0.0007130675727841,1.1247058823529412,10,SON,140.0,0.7170380187416185,False
2022-10-03,107,545.01,0.0260603513777628,0.432976632331044,1.1224719101123597,10,SON,140.0,0.7170380187416185,False
2022-10-04,118,858.6200000000001,0.0916578154085936,0.9281810315147334,1.3337837837837838,10,SON,140.0,0.7170380187416185,False
2022-10-05,150,756.66,0.3032460647925316,6.455685421411125,1.101219512195122,10,SON,140.0,0.7170380187416185,False
2022-10-06,109,358.21000000000004,0.0373260700180642,0.3234318739660465,1.3094594594594595,10,SON,140.0,0.7170380187416185,False
2022-10-07,35,52.94,6.635041672659683e-05,0.0002732671110966,1.4013333333333335,10,SON,140.0,0.7170380187416185,False
2022-10-08,81,111.05999999999996,1.6622888740505298e-13,4.997400499427147e-13,1.3644736842105265,10,SON,140.0,0.7170380187416185,False
2022-10-09,100,295.48999999999995,1.9899265939559013e-06,7.050259935764868e-06,1.3645569620253166,10,SON,140.0,0.7170380187416185,False
2022-10-10,19,82.9,0.0002896672811867,0.0012410493905341,1.2640625,10,SON,140.0,0.7170380187416185,False
2022-10-11,45,127.82999999999998,0.0089599774620576,0.1537443777281082,1.288888888888889,10,SON,140.0,0.7170380187416185,False
2022-10-12,94,275.03000000000003,0.0139023085672787,0.203259382535915,1.2791666666666668,10,SON,140.0,0.7170380187416185,False
2022-10-13,97,578.1800000000001,0.0467482436177348,0.4294398224086674,1.2662162162162165,10,SON,140.0,0.7170380187416185,False
2022-10-14,115,835.8300000000002,0.104876489859856,0.9613857131565122,1.327027027027027,10,SON,140.0,0.7170380187416185,False
2022-10-15,138,1834.86,0.4258902936449352,6.823451772817151,1.2722222222222224,10,SON,140.0,0.7170380187416185,False
2022-10-16,184,2093.39,2.194250908782618,47.15650104739085,3.156338028169014,10,SON,140.0,0.7170380187416185,False
2022-10-17,185,1250.86,0.472585988563516,7.817115810461568,4.939436619718309,10,SON,140.0,0.7170380187416185,False
2022-10-18,200,1652.1099999999997,2.1804430072063457,40.584944018279806,5.476056338028168,10,SON,140.0,0.7170380187416185,True
2022-10-19,74,2939.67,3.97305049118038,62.338723586223054,5.477777777777778,10,SON,140.0,0.7170380187416185,True
2022-10-20,101,2386.61,5.4717294284746885,92.00124763680408,6.018055555555555,10,SON,140.0,0.7170380187416185,True
2022-10-21,246,2843.6,4.591589610478689,72.61256806069747,6.516666666666667,10,SON,140.0,0.7170380187416185,True
2022-10-22,262,3015.11,6.707141932457896,143.26818345525487,7.350704225352112,10,SON,140.0,0.7170380187416185,True
2022-10-23,274,5130.95,9.916218566144924,137.35515388714612,6.32361111111111,10,SON,140.0,0.7170380187416185,True
2022-10-24,307,8244.21,10.50979309606226,238.16002291395407,7.354929577464787,10,SON,140.0,0.7170380187416185,True
2022-10-25,289,9984.95,17.90457301219126,401.0679712206664,7.597222222222222,10,SON,140.0,0.7170380187416185,True
2022-10-26,285,7032.6,18.827651440789005,289.1611951928709,10.36153846153846,10,SON,140.0,0.7170380187416185,True
2022-10-27,376,6016.23,15.989076240842651,277.72903513232325,6.880281690140844,10,SON,140.0,0.7170380187416185,True
2022-10-28,392,7882.89,30.391842625752847,402.49123852968137,14.31111111111111,10,SON,140.0,0.7170380187416185,True
2022-10-29,424,12745.0,42.0362637236225,747.3639833527286,7.191549295774648,10,SON,140.0,0.7170380187416185,True
2022-10-30,381,21624.29,67.56331976046226,1305.580388983034,7.319718309859154,10,SON,140.0,0.7170380187416185,True
2022-10-31,409,16484.469999999998,52.9512519811517,1001.419316723428,7.3056338028169,10,SON,140.0,0.7170380187416185,True
2022-11-01,434,18765.67,90.66609609707923,1363.401916908072,7.593055555555555,11,SON,140.0,0.7170380187416185,True
2022-11-02,390,11223.21,27.94728104267427,185.94457083030184,22.399999999999995,11,SON,140.0,0.7170380187416185,True
2022-11-03,456,16560.829999999998,65.90750326447886,1371.9571960683634,7.291549295774647,11,SON,140.0,0.7170380187416185,True
2022-11-04,451,25097.48,87.93032717518105,1879.9745925331283,7.486111111111111,11,SON,140.0,0.7170380187416185,True
2022-11-05,376,29686.660000000003,120.29200808341872,749.5982939749155,22.4,11,SON,140.0,0.7170380187416185,True
2022-11-06,368,11010.53,0.0050420277252323,0.0495445944152783,0.5,11,SON,140.0,0.7170380187416185,False
2022-11-07,368,7403.52,0.0151518659499778,0.2591038993485113,0.075,11,SON,140.0,0.7170380187416185,False
2022-11-08,403,1076.15,0.0001486144920306,0.0013087746675389,0.06875,11,SON,140.0,0.7170380187416185,False
2022-11-09,292,15697.840000000002,48.20292865034409,753.4648483673687,10.961702127659573,11,SON,140.0,0.7170380187416185,True
2022-11-10,315,23608.33,0.0132212012602586,0.1617104606497565,0.0,11,SON,140.0,0.7170380187416185,False
2022-11-11,340,23576.270000000004,0.0613183629481697,0.8662301072643088,0.160919540229885,11,SON,140.0,0.7170380187416185,False
2022-11-12,289,14996.820000000003,0.0080279259843049,0.07558347917247,0.1394366197183098,11,SON,140.0,0.7170380187416185,False
2022-11-13,249,12106.44,0.0715645810010435,1.1762145213732016,0.3957746478873239,11,SON,140.0,0.7170380187416185,False
2022-11-14,319,119.1,0.0017365294712392,0.0127977244269714,0.1154929577464788,11,SON,140.0,0.7170380187416185,False
2022-11-15,200,2365.21,0.0067595545743142,0.0789729559656902,0.0569444444444444,11,SON,140.0,0.7170380187416185,False
2022-11-16,211,9243.66,0.0282146207852489,0.3966170114630759,0.0,11,SON,140.0,0.7170380187416185,False
2022-11-17,203,7322.919999999999,0.0091083418795791,0.0877166749724306,0.1728571428571428,11,SON,140.0,0.7170380187416185,False
2022-11-18,268,3369.5,0.0022238984648144,0.0198638822252911,0.0625,11,SON,140.0,0.7170380187416185,False
2022-11-19,263,3993.47,0.0327704781348508,0.7407662192447635,0.1617021276595744,11,SON,140.0,0.7170380187416185,False
2022-11-20,278,3037.9500000000003,0.0230427993110711,0.3054368433605374,0.1694444444444444,11,SON,140.0,0.7170380187416185,False
2022-11-21,246,1995.49,0.6714511713821464,18.01627382288303,3.84,11,SON,140.0,0.7170380187416185,False
2022-11-22,203,1441.3200000000002,2.36126369244559,52.14744110026781,7.466197183098592,11,SON,140.0,0.7170380187416185,True
2022-11-23,221,758.01,2.364815049004492,19.657751237319705,10.53877551020408,11,SON,140.0,0.7170380187416185,True
2022-11-24,215,1016.06,0.6149858083623454,12.6225557500459,7.018571428571428,11,SON,140.0,0.7170380187416185,True
2022-11-25,306,402.59,0.0056669950310213,0.049109546326601,0.1791666666666666,11,SON,140.0,0.7170380187416185,False
2022-11-26,296,491.51,0.6828842411284041,13.54130047461354,6.688571428571429,11,SON,140.0,0.7170380187416185,True
2022-11-27,288,382.17,0.0152296032734256,0.2800588186290112,0.03125,11,SON,140.0,0.7170380187416185,False
2022-11-28,308,617.0400000000002,0.0084615152394055,0.1090387062811999,0.0041666666666666,11,SON,140.0,0.7170380187416185,False
2022-11-29,360,118.88,0.2583600404883618,5.330133667641102,4.4180851063829785,11,SON,140.0,0.7170380187416185,False
2022-11-30,389,309.48,0.2221983763496862,2.114143055766452,7.1,11,SON,140.0,0.7170380187416185,True
2022-12-01,358,83.05,0.9660502713833928,3.338001298195353,10.002127659574468,12,DJF,140.0,0.7170380187416185,True
2022-12-02,386,33.3,0.1874904424993997,1.859277001840824,6.835714285714285,12,DJF,140.0,0.7170380187416185,True
2022-12-03,411,87.99,0.0004125447899366,0.0029831602119436,0.0208333333333333,12,DJF,140.0,0.7170380187416185,False
2022-12-04,408,35.32000000000001,0.0009688601529102,0.0089615672827622,0.1354166666666666,12,DJF,140.0,0.7170380187416185,False
2022-12-05,324,69.87,0.5961341880623141,4.101404282030247,7.045070422535211,12,DJF,140.0,0.7170380187416185,True
2022-12-06,316,154.58000000000004,0.5568124618401546,4.722290579107838,10.815217391304346,12,DJF,140.0,0.7170380187416185,True
2022-12-07,224,118.13,0.1319945185514884,1.0388110942083786,10.995744680851065,12,DJF,140.0,0.7170380187416185,True
2022-12-08,209,21.86,0.0569523005822923,1.965417522504216,0.3,12,DJF,140.0,0.7170380187416185,False
2022-12-09,260,57.120000000000005,0.1715410579907968,0.7503603118127211,10.98936170212766,12,DJF,140.0,0.7170380187416185,True
2022-12-10,343,50.190000000000005,0.584821547645699,4.039731972481041,6.897222222222222,12,DJF,140.0,0.7170380187416185,True
2022-12-11,198,110.25,0.0070876337759218,0.0689574623685469,5.484210526315789,12,DJF,140.0,0.7170380187416185,True
2022-12-12,182,105.57999999999998,0.152620250891829,1.4205649252592458,5.306382978723404,12,DJF,140.0,0.7170380187416185,True
2022-12-13,153,341.12,0.406265015086626,4.887409905874519,5.561052631578947,12,DJF,140.0,0.7170380187416185,True
2022-12-14,161,138.91,0.5844086863251365,4.379432142125677,5.489473684210527,12,DJF,140.0,0.7170380187416185,True
2022-12-15,162,200.87,0.770845123246609,8.213232977739578,4.712765957446808,12,DJF,140.0,0.7170380187416185,False
2022-12-16,206,457.93000000000006,0.8956909869487274,12.430796195588805,4.934408602150538,12,DJF,140.0,0.7170380187416185,False
2022-12-17,314,243.16000000000005,1.3243301062294228,10.547059862145426,5.339361702127659,12,DJF,140.0,0.7170380187416185,True
2022-12-18,319,163.75,0.3630632414625832,7.616681845569197,1.2152083333333332,12,DJF,140.0,0.7170380187416185,False
2022-12-19,354,313.67999999999995,0.071514289771232,1.212754155879369,1.2152083333333332,12,DJF,140.0,0.7170380187416185,False
2022-12-20,263,486.82000000000016,0.0171145507343872,0.2786115170238309,1.2152083333333332,12,DJF,140.0,0.7170380187416185,False
2022-12-21,214,201.07,0.0250456842243169,0.4077241719410895,1.2152083333333332,12,DJF,140.0,0.7170380187416185,False
2022-12-22,263,70.1,0.0381795452958528,0.5937922526497514,1.2152083333333332,12,DJF,140.0,0.7170380187416185,False
2022-12-23,236,143.62,0.1110207403375464,2.14111264284204,1.2152083333333332,12,DJF,140.0,0.7170380187416185,False
2022-12-24,266,263.52000000000004,0.204869873553233,4.503526787516937,1.2152083333333332,12,DJF,140.0,0.7170380187416185,False
2022-12-25,208,315.54999999999995,0.0448570869911125,0.885004223791062,1.2152083333333332,12,DJF,140.0,0.7170380187416185,False
2022-12-26,240,221.30000000000004,0.0322463181494454,0.5249448704823921,1.2152083333333332,12,DJF,140.0,0.7170380187416185,False
2022-12-27,249,324.0,1.447079902946636e-05,5.983516874037477e-05,1.2152083333333332,12,DJF,140.0,0.7170380187416185,False
