date,avg_aqi,mean_temp,humidity,mean_wind_kmh,std_wind_kmh,fire_count,total_frp
2021-08-31,45.0,,,,,124.0,288.86
2021-09-01,53.0,,,,,258.0,558.03
2021-09-02,37.0,,,,,39.0,98.61
2021-09-03,53.0,,,,,105.0,198.57
2021-09-04,46.0,,,,,172.0,419.29
2021-09-05,86.0,,,,,105.0,317.05
2021-09-06,126.0,,,,,95.0,230.31
2021-09-07,94.0,,,,,66.0,127.14
2021-09-08,61.0,,,,,68.0,181.53
2021-09-09,84.0,,,,,140.0,411.64
2021-09-10,77.0,,,,,40.0,85.76
2021-09-11,49.0,,,,,42.0,194.9
2021-09-12,37.0,,,,,28.0,85.25
2021-09-13,67.0,,,,,34.0,84.55
2021-09-14,44.0,,,,,53.0,166.82
2021-09-15,71.0,,,,,66.0,219.19
2021-09-16,95.0,,,,,63.0,143.95
2021-09-17,37.0,,,,,165.0,310.32
2021-09-18,60.0,,,,,68.0,137.39
2021-09-19,89.0,,,,,99.0,271.01
2021-09-20,91.0,,,,,129.0,387.57
2021-09-21,89.0,,,,,75.0,166.87
2021-09-22,54.0,,,,,70.0,137.95
2021-09-23,61.0,,,,,95.0,213.63
2021-09-24,55.0,,,,,181.0,365.1
2021-09-25,50.0,,,,,184.0,624.3100000000001
2021-09-26,55.0,,,,,186.0,529.07
2021-09-27,102.0,,,,,139.0,408.77
2021-09-28,103.0,,,,,68.0,188.78
2021-09-29,86.0,,,,,87.0,224.68
2021-09-30,82.0,,,,,190.0,763.19
2021-10-01,108.0,,,,,260.0,893.97
2021-10-02,130.0,,,,,266.0,793.14
2021-10-03,91.0,,,,,189.0,473.04
2021-10-04,94.0,,,,,154.0,475.38
2021-10-05,105.0,,,,,232.0,595.97
2021-10-06,85.0,,,,,423.0,1245.72
2021-10-07,105.0,,,,,476.0,1490.53
2021-10-08,138.0,,,,,391.0,1505.35
2021-10-09,181.0,,,,,424.0,1257.57
2021-10-10,181.0,,,,,524.0,1992.92
2021-10-11,168.0,,,,,591.0,1948.73
2021-10-12,181.0,,,,,820.0,2997.67
2021-10-13,146.0,,,,,905.0,3855.3
2021-10-14,171.0,,,,,751.0,3527.07
2021-10-15,199.0,,,,,1276.0,5972.55
2021-10-16,273.0,,,,,1213.0,6841.81
2021-10-17,327.0,,,,,151.0,517.24
2021-10-18,32.0,,,,,252.0,1200.28
2021-10-19,49.0,,,,,539.0,2725.74
2021-10-20,234.0,,,,,1062.0,5417.07
2021-10-21,193.0,,,,,1333.0,7852.12
2021-10-22,165.0,,,,,2099.0,12253.03
2021-10-23,151.0,,,,,1865.0,8834.75
2021-10-24,187.0,,,,,587.0,1903.52
2021-10-25,84.0,,,,,572.0,1847.42
2021-10-26,98.0,,,,,867.0,3985.37
2021-10-27,162.0,,,,,1417.0,7570.62
2021-10-28,168.0,,,,,2210.0,11367.95
2021-10-29,198.0,,,,,2039.0,11469.64
2021-10-30,259.0,,,,,2286.0,14162.32
2021-10-31,293.0,,,,,3776.0,25177.43
2021-11-01,277.0,,,,,3685.0,26568.66
2021-11-02,295.0,,,,,4750.0,33608.42
2021-11-03,309.0,,,,,4075.0,25423.94
2021-11-04,394.0,,,,,3421.0,24426.81
2021-11-05,384.0,,,,,5995.0,43454.64
2021-11-06,402.0,,,,,5137.0,46308.63
2021-11-07,403.0,,,,,7284.0,58305.84
2021-11-08,287.0,,,,,7113.0,47671.54
2021-11-09,431.0,,,,,5207.0,34896.97
2021-11-10,255.0,,,,,5368.0,36533.14
2021-11-11,425.0,,,,,6092.0,44000.16
2021-11-12,489.0,,,,,6071.0,52396.61
2021-11-13,415.0,,,,,6177.0,40334.26
2021-11-14,359.0,,,,,3726.0,24652.35
2021-11-15,374.0,,,,,2096.0,14147.59
2021-11-16,417.0,,,,,3011.0,18933.5
2021-11-17,390.0,,,,,1876.0,12828.48
2021-11-18,361.0,,,,,1780.0,9649.71
2021-11-19,402.0,,,,,1278.0,6659.68
2021-11-20,401.0,,,,,623.0,3040.25
2021-11-21,319.0,,,,,909.0,4376.79
2021-11-22,324.0,,,,,820.0,3653.49
2021-11-23,311.0,,,,,1314.0,5583.07
2021-11-24,398.0,,,,,1717.0,6078.96
2021-11-25,429.0,,,,,1501.0,5252.29
2021-11-26,414.0,,,,,978.0,3570.12
2021-11-27,403.0,,,,,826.0,3198.28
2021-11-28,410.0,,,,,1069.0,4103.99
2021-11-29,376.0,,,,,1084.0,3842.53
2021-11-30,327.0,,,,,1236.0,3515.33
2021-12-01,391.0,,,15.342857142857143,2.225624989392106,1028.0,2872.75
2021-12-02,429.0,,,15.357142857142858,2.080574730402921,507.0,1569.29
2021-12-03,370.0,,,,,280.0,872.64
2021-12-04,380.0,,,,,832.0,3505.66
2021-12-05,345.0,,,,,981.0,3390.98
2021-12-06,311.0,,,,,877.0,2516.58
2021-12-07,255.0,,,,,747.0,2377.81
2021-12-08,266.0,,,,,662.0,2367.49
2021-12-09,332.0,,,,,660.0,2200.41
2021-12-10,324.0,,,,,915.0,2844.37
2021-12-11,294.0,,,,,1360.0,4028.98
2021-12-12,289.0,,,,,1002.0,3208.25
2021-12-13,397.0,,,,,643.0,1885.55
2021-12-14,408.0,,,,,758.0,2322.25
2021-12-15,381.0,,,,,973.0,3064.1
2021-12-16,383.0,,,,,1366.0,4295.08
2021-12-17,347.0,,,,,1204.0,4396.75
2021-12-18,327.0,,,,,975.0,3078.64
2021-12-19,301.0,,,,,1284.0,4907.43
2021-12-20,355.0,,,,,1626.0,6368.28
2021-12-21,444.0,,,,,1808.0,6229.38
2021-12-22,428.0,,,17.404255319148938,53.88544582742293,1501.0,5016.95
2021-12-23,468.0,,,22.97142857142857,57.861153249530794,1000.0,3716.25
2021-12-24,473.0,,,25.333333333333332,64.7643747937417,949.0,3337.5
2021-12-25,467.0,,,31.03614457831325,64.58147544242316,1063.0,3548.09
2021-12-26,490.0,,,28.708333333333332,58.529329879474524,891.0,3080.85
2021-12-27,279.0,,,31.3,69.09402875883401,735.0,2529.19
2021-12-28,343.0,,,37.151898734177216,79.53133370703891,370.0,1523.26
2021-12-29,284.0,,,22.63157894736842,60.66494695846759,327.0,1074.02
2021-12-30,296.0,,,30.4,63.499945180879365,678.0,1888.93
2021-12-31,315.0,,,29.73076923076923,69.9513138810581,741.0,2204.16
2022-01-01,389.0,,,32.9375,71.53318142165773,710.0,1884.79
2022-01-02,415.0,,,31.78481012658228,72.80790864446962,723.0,1895.31
2022-01-03,406.0,,,28.358974358974358,65.6070502940427,692.0,2362.95
2022-01-04,413.0,,,33.208333333333336,63.368249839484264,876.0,3490.99
2022-01-05,389.0,,,10.208333333333334,24.173894865793894,859.0,3494.2400000000002
2022-01-06,290.0,,,32.879120879120876,64.2517332519927,900.0,3450.64
2022-01-07,173.0,,,25.5,57.28015252263102,882.0,3774.97
2022-01-08,90.0,,,19.666666666666668,46.92237928131261,657.0,2530.18
2022-01-09,41.0,,,22.337662337662337,55.63168597065089,527.0,1679.95
2022-01-10,118.0,,,26.871794871794872,61.927137532509626,552.0,4041.81
2022-01-11,231.0,,,43.31818181818182,72.48678761171179,383.0,1488.75
2022-01-12,179.0,,,30.34285714285714,62.424420554567405,314.0,774.46
2022-01-13,322.0,,,34.15384615384615,68.26173860417676,264.0,742.41
2022-01-14,300.0,,,36.35294117647059,70.46704844530885,199.0,550.38
2022-01-15,205.0,,,35.888888888888886,71.22430475126865,615.0,2276.43
2022-01-16,310.0,,,40.11764705882353,77.63463952967103,568.0,1763.03
2022-01-17,338.0,,,8.461538461538462,27.021024159093873,714.0,1900.76
2022-01-18,330.0,,,25.44927536231884,55.74720679678622,706.0,1950.48
2022-01-19,337.0,,,34.21052631578947,55.19186311754627,759.0,2169.14
2022-01-20,465.0,,,43.63636363636363,75.24881287026285,819.0,2697.77
2022-01-21,434.0,,,27.24137931034483,60.84530581868571,867.0,2820.42
2022-01-22,365.0,,,27.413333333333334,58.09104999989318,619.0,2132.4
2022-01-23,220.0,,,53.714285714285715,78.09602429694489,335.0,1080.23
2022-01-24,283.0,,,29.384615384615383,64.23897690535048,361.0,987.69
2022-01-25,207.0,,,42.285714285714285,75.43324940109218,499.0,1906.41
2022-01-26,292.0,,,23.928571428571427,59.13062800978161,791.0,3129.53
2022-01-27,279.0,,,18.37837837837838,50.70427360408471,820.0,2454.48
2022-01-28,224.0,,,16.845070422535212,47.24605739781709,1042.0,3008.11
2022-01-29,247.0,,,20.273972602739725,54.1862170549067,904.0,3076.62
2022-01-30,270.0,,,23.561643835616437,57.25017862693382,888.0,3329.02
2022-01-31,321.0,,,24.64,56.327382808488935,1156.0,5502.36
2022-02-01,376.0,,,27.073170731707318,58.76859421804773,1153.0,4286.53
2022-02-02,327.0,,,0.3872340425531915,0.5475721669044441,1074.0,3465.37
2022-02-03,302.0,,,0.728125,1.2692063931532385,614.0,2247.22
2022-02-04,153.0,,,0.20729166666666665,0.39316389823735465,671.0,2120.48
2022-02-05,196.0,,,0.27187500000000003,0.5377737980738154,1006.0,3203.23
2022-02-06,325.0,,,0.3305263157894737,1.113177709829753,1288.0,4422.3
2022-02-07,291.0,,,0.23958333333333334,0.4341911213101455,894.0,2693.74
2022-02-08,312.0,,,0.12708333333333333,0.26456684228203603,885.0,2800.73
2022-02-09,221.0,,,0.29578947368421055,0.4978497999319407,568.0,2018.41
2022-02-10,189.0,,,0.30625,0.48619088735533544,870.0,2990.83
2022-02-11,154.0,,,0.46458333333333335,0.8822195891663097,1610.0,7751.46
2022-02-12,206.0,,,0.1831578947368421,0.35897390161134823,1516.0,5233.46
2022-02-13,261.0,,,0.16631578947368422,0.3207738403656601,1537.0,5459.43
2022-02-14,258.0,,,0.121875,0.2780394235582997,1289.0,5556.13
2022-02-15,246.0,,,0.08541666666666665,0.22477083846567245,1277.0,5895.59
2022-02-16,253.0,,,0.20729166666666668,0.38586738700086737,1315.0,7884.67
2022-02-17,250.0,,,0.134375,0.2512403441454334,1551.0,6563.6
2022-02-18,258.0,,,0.22083333333333333,0.3704667515919448,1536.0,9672.67
2022-02-19,175.0,,,0.4178947368421053,0.6096701143866737,1255.0,7955.43
2022-02-20,176.0,,,0.4895833333333333,0.6968318028071829,1465.0,6049.33
2022-02-21,169.0,,,0.21041666666666667,0.4058724628998016,1404.0,6572.21
2022-02-22,254.0,,,1.5385416666666665,1.8834106683392329,1622.0,7361.44
2022-02-23,184.0,,,0.8875000000000001,1.6340617781273885,1330.0,8034.76
2022-02-24,329.0,,,0.2552083333333333,0.4868523588299082,1036.0,4891.43
2022-02-25,300.0,,,0.2631578947368421,0.48048128167294285,1328.0,6373.06
2022-02-26,77.0,,,0.6947368421052632,1.0362954089891785,1320.0,7437.12
2022-02-27,88.0,,,0.625,0.7314009628248055,1579.0,6992.34
2022-02-28,81.0,,,0.47500000000000003,0.6099180272790761,2068.0,10391.68
2022-03-01,147.0,,,0.25833333333333336,0.4520518523277861,2198.0,9234.57
2022-03-02,216.0,,,0.2791666666666667,0.42025472643114825,1937.0,9470.15
2022-03-03,157.0,,,0.5625,0.7532735576346609,2294.0,14079.48
2022-03-04,164.0,,,0.5708333333333333,0.7530872133273763,2698.0,20715.45
2022-03-05,107.0,,,0.45473684210526316,0.617608362626079,2691.0,17120.87
2022-03-06,176.0,,,0.12708333333333335,0.28450480216709945,2262.0,9856.98
2022-03-07,254.0,,,0.340625,0.5037915452373448,2391.0,24225.260000000002
2022-03-08,282.0,,,0.3885416666666666,0.5983960652253597,2962.0,35898.47
2022-03-09,173.0,,,0.3333333333333333,0.4964434915988699,3379.0,37267.07
2022-03-10,150.0,,,0.4822916666666666,0.778797290248397,3663.0,46841.5
2022-03-11,177.0,,,0.38333333333333336,0.5763161900182859,5289.0,115414.28
2022-03-12,181.0,,,0.26170212765957446,0.394343440452206,4505.0,49151.15
2022-03-13,220.0,,,0.16842105263157894,0.3166524230112257,4007.0,32194.08
2022-03-14,255.0,,,0.1431578947368421,0.29987679440948406,6529.0,115366.51
2022-03-15,269.0,,,0.26145833333333335,0.47801558919011405,7572.0,151568.0
2022-03-16,228.0,,,0.45104166666666673,0.6824097845393834,7790.0,76446.28
2022-03-17,221.0,,,0.2552083333333333,0.5213080292912329,8213.0,67103.27
2022-03-18,301.0,,,0.39375,0.6081572684412269,5579.0,67237.32
2022-03-19,216.0,,,0.33125,0.5361289122275686,4161.0,49945.7
2022-03-20,241.0,,,0.11770833333333335,0.32508939391356295,2574.0,16728.7
2022-03-21,244.0,,,0.19999999999999998,0.37388430521246885,5026.0,43408.75
2022-03-22,169.0,,,0.409375,0.7219969565470189,10516.0,75089.38
2022-03-23,215.0,,,0.15416666666666667,0.32409117192434944,8492.0,60376.65
2022-03-24,272.0,,,0.20531914893617023,0.40676193700101326,4975.0,42691.07
2022-03-25,208.0,,,0.19479166666666667,0.3950668941802046,2788.0,22643.56
2022-03-26,220.0,,,0.48854166666666665,0.8863728325290741,6545.0,34871.43
2022-03-27,201.0,,,0.08541666666666668,0.18179176442852155,13452.0,62303.95
2022-03-28,264.0,,,0.10729166666666667,0.27115534163693994,15857.0,70312.62
2022-03-29,287.0,,,0.146875,0.3201818973152934,9048.0,49669.34
2022-03-30,310.0,,,0.13333333333333333,0.2979461861218589,6941.0,42577.8
2022-03-31,254.0,,,0.30312500000000003,0.542014395808043,5796.0,36080.51
2022-04-01,214.0,,,0.38,0.6427335240818883,5273.0,29460.04
2022-04-02,243.0,,,0.2021739130434783,0.4996654399090104,4341.0,20818.23
2022-04-03,234.0,,,0.21025641025641023,0.4441801856184462,4376.0,25359.37
2022-04-04,289.0,,,0.42083333333333334,0.5456453731494812,4653.0,39072.58
2022-04-05,251.0,,,0.26197183098591553,0.599134184155555,4975.0,40110.63
2022-04-06,289.0,,,0.2486111111111111,0.532068261943674,6005.0,33764.78
2022-04-07,347.0,,,0.2352112676056338,0.46998437407133803,6252.0,35485.47
2022-04-08,313.0,,,0.22361111111111112,0.5353669415721571,5237.0,37703.95
2022-04-09,292.0,,,0.23333333333333334,0.6547765988229859,5160.0,42769.44
2022-04-10,325.0,,,0.13055555555555556,0.2616643918615102,3285.0,24355.4
2022-04-11,295.0,,,,,3325.0,18390.2
2022-04-12,244.0,,,,,3329.0,15488.36
2022-04-13,323.0,,,,,3295.0,15301.99
2022-04-14,287.0,,,,,3459.0,22359.64
2022-04-15,190.0,,,,,4135.0,30765.55
2022-04-16,257.0,,,,,5268.0,38764.91
2022-04-17,272.0,,,,,5322.0,34071.7
2022-04-18,280.0,,,,,5526.0,30038.73
2022-04-19,328.0,,,,,4995.0,28188.420000000002
2022-04-20,286.0,,,0.05384615384615384,0.14500221041639685,4027.0,30588.29
2022-04-21,320.0,,,0.225,0.3881393743399959,2335.0,11709.9
2022-04-22,188.0,,,0.28695652173913044,0.5805456468546133,3793.0,21801.76
2022-04-23,269.0,,,0.3126315789473684,0.5621467411331578,5367.0,28252.54
2022-04-24,282.0,,,0.48526315789473684,0.7766497089658438,6668.0,44546.98
2022-04-25,278.0,,,0.32210526315789473,0.5869464703144212,7008.0,53728.7
2022-04-26,226.0,,,0.33999999999999997,0.6407110411861748,5539.0,36393.26
2022-04-27,348.0,,,0.3273684210526316,0.66001968140596,6052.0,42976.69
2022-04-28,387.0,,,0.19213483146067417,0.5061496183534532,5025.0,38117.65
2022-04-29,413.0,,,0.4172413793103448,0.7943414555688786,6267.0,53411.12
2022-04-30,360.0,,,0.22105263157894736,0.4841959197368455,7829.0,53163.73
2022-05-01,226.0,,,0.6527472527472528,1.16077949474008,3967.0,28387.46
2022-05-02,289.0,,,0.9563829787234043,1.2275124343489778,4498.0,28618.46
2022-05-03,286.0,,,0.4957446808510638,0.8372914464923499,2395.0,13450.52
2022-05-04,324.0,,,0.4703296703296704,1.0105547987224648,2852.0,16697.66
2022-05-05,365.0,,,0.09473684210526316,0.25903602848590657,4076.0,21172.83
2022-05-06,364.0,,,0.26595744680851063,0.5221035186543571,2963.0,20143.97
2022-05-07,335.0,,,0.17052631578947366,0.3792135434476919,3528.0,27546.34
2022-05-08,312.0,,,0.3168421052631579,0.8149732578276689,3219.0,21344.59
2022-05-09,267.0,,,0.6053191489361702,0.9360598066175363,2057.0,12759.08
2022-05-10,244.0,,,0.42083333333333334,0.5763618502782263,1551.0,8108.07
2022-05-11,200.0,,,0.409375,0.7321314413193994,1159.0,6610.37
2022-05-12,194.0,,,0.425,0.774732551475533,1122.0,7200.69
2022-05-13,242.0,,,0.32708333333333334,0.6278583760298794,1574.0,10296.49
2022-05-14,310.0,,,0.30416666666666664,0.7608743815909454,1632.0,10940.93
2022-05-15,295.0,,,0.5187499999999999,0.9998223526417606,1653.0,11441.55
2022-05-16,265.0,,,0.37395833333333334,0.7228954633120843,1400.0,7028.86
2022-05-17,206.0,,,0.29375,0.5816152644054948,1296.0,8127.6
2022-05-18,296.0,,,0.46458333333333335,0.759914007138712,1284.0,8183.47
2022-05-19,265.0,,,0.3614583333333334,0.6886095512226704,1319.0,7146.97
2022-05-20,288.0,,,0.42604166666666665,0.802134624698592,1212.0,6633.1
2022-05-21,280.0,,,0.5,0.7789331435401007,1250.0,6093.55
2022-05-22,268.0,,,0.30104166666666665,0.709706357612138,1364.0,9305.05
2022-05-23,151.0,,,1.3133333333333332,1.6522135224629788,1309.0,8176.44
2022-05-24,73.0,,,0.5545454545454546,0.7966366933186351,1158.0,6180.43
2022-05-25,202.0,,,0.11964285714285715,0.2900906710023564,739.0,3454.45
2022-05-26,222.0,,,0.14479166666666668,0.33462305317969093,1002.0,4349.37
2022-05-27,238.0,,,0.19895833333333335,0.39775548999927257,995.0,4972.85
2022-05-28,178.0,,,0.6170212765957447,0.9755768404310597,1170.0,7423.51
2022-05-29,196.0,,,0.32134831460674157,0.5788844895989731,1532.0,10175.54
2022-05-30,184.0,,,0.7566265060240963,1.3329952309105708,760.0,3428.84
2022-05-31,218.0,,,0.5175824175824176,1.1082111117164763,729.0,3732.66
2022-06-01,349.0,,,1.4957894736842106,4.120341748619881,544.0,2674.12
2022-06-02,229.0,,,1.6326086956521737,4.22103858621278,1066.0,5603.07
2022-06-03,305.0,,,1.0829787234042554,3.0862037193600655,1369.0,6804.96
2022-06-04,255.0,,,1.0463157894736843,2.8779355235897017,1225.0,6336.06
2022-06-05,244.0,,,0.6681318681318682,1.9121761379165838,1254.0,6068.14
2022-06-06,195.0,,,0.653763440860215,1.550635153159543,832.0,3708.46
2022-06-07,262.0,,,1.8968421052631579,5.195260782912017,849.0,4915.1
2022-06-08,341.0,,,4.381052631578947,8.853071287446221,946.0,4317.08
2022-06-09,237.0,,,4.7957446808510635,9.436612692958574,869.0,4588.78
2022-06-10,293.0,,,5.062765957446809,9.471859669597574,561.0,2903.72
2022-06-11,276.0,,,5.205319148936169,9.341425451554018,507.0,2728.16
2022-06-12,284.0,,,5.456842105263157,10.094306933851573,554.0,2622.13
2022-06-13,208.0,,,6.181052631578947,9.541736925792401,618.0,3137.1
2022-06-14,221.0,,,5.206315789473684,8.575730358156783,884.0,5002.85
2022-06-15,157.0,,,5.264893617021277,8.73857727460597,313.0,1372.85
2022-06-16,135.0,,,5.906315789473683,9.670263814376609,251.0,774.0600000000001
2022-06-17,81.0,,,6.552631578947368,9.357405101584646,67.0,338.96
2022-06-18,65.0,,,5.954736842105262,9.636331610010958,106.0,467.57
2022-06-19,130.0,,,5.762105263157895,9.90860553285996,104.0,386.54
2022-06-20,208.0,,,5.903157894736841,9.858708782481747,96.0,391.97
2022-06-21,120.0,,,5.962105263157895,9.623698352961911,115.0,355.85
2022-06-22,138.0,,,5.847368421052631,9.681456744893683,174.0,526.09
2022-06-23,148.0,,,5.847368421052631,9.43884957497428,144.0,635.71
2022-06-24,210.0,,,5.636842105263158,9.41643032865313,249.0,966.74
2022-06-25,199.0,,,5.423157894736842,9.240791306168845,262.0,1127.85
2022-06-26,206.0,,,5.912631578947368,9.659800910961764,399.0,1858.64
2022-06-27,118.0,,,5.746315789473684,9.488916384631876,310.0,1019.93
2022-06-28,160.0,,,6.737804878048781,10.145480539080678,80.0,278.04
2022-06-29,162.0,,,6.105263157894737,9.552201132334076,121.0,389.06
2022-06-30,154.0,,,5.433684210526315,8.875829125505602,56.0,161.48
2022-07-01,64.0,,,3.28125,7.623858844719682,80.0,203.9
2022-07-02,92.0,,,4.794791666666666,9.087195963687376,97.0,190.93
2022-07-03,84.0,,,5.685416666666666,9.458574268513326,53.0,149.06
2022-07-04,101.0,,,4.894623655913978,9.214548581636938,167.0,460.41
2022-07-05,133.0,,,3.9580645161290318,8.455681426537828,56.0,195.82
2022-07-06,100.0,,,5.6204301075268805,9.412221000424013,101.0,275.16
2022-07-07,97.0,,,4.532978723404255,8.754370807551025,149.0,364.47
2022-07-08,89.0,,,4.475,8.89438179259961,150.0,406.46999999999997
2022-07-09,111.0,,,4.622340425531915,8.711038038650807,104.0,2863.75
2022-07-10,66.0,,,3.025531914893617,7.46190232267644,126.0,283.18
2022-07-11,98.0,,,4.264444444444444,8.801906217330233,144.0,453.94
2022-07-12,84.0,,,3.810958904109589,8.307067968567415,91.0,218.98
2022-07-13,82.0,,,,,107.0,414.38
2022-07-14,88.0,,,2.7484210526315787,6.823938825738727,119.0,338.09
2022-07-15,92.0,,,3.9436170212765957,8.292522328063255,60.0,175.33
2022-07-16,87.0,,,4.987368421052631,9.046666743687013,110.0,922.2
2022-07-17,96.0,,,4.925263157894737,8.834422140563058,101.0,319.41
2022-07-18,140.0,,,1.6214285714285714,5.980761280514837,137.0,337.74
2022-07-19,124.0,,,5.309302325581395,9.524925045411578,144.0,778.22
2022-07-20,86.0,,,3.081052631578947,7.407705802956668,63.0,188.9
2022-07-21,53.0,,,2.6066666666666665,6.684794081354516,60.0,1455.01
2022-07-22,171.0,,,2.04,6.216405885048013,36.0,72.96000000000001
2022-07-23,71.0,,,2.563157894736842,6.8606812612466594,14.0,32.36
2022-07-24,59.0,,,2.114736842105263,6.199896506017688,13.0,25.36
2022-07-25,56.0,,,3.783157894736842,7.836842240634379,29.0,95.24
2022-07-26,60.0,,,3.027368421052631,7.418198469509608,72.0,171.67000000000002
2022-07-27,55.0,,,2.6210526315789475,6.837255495443065,134.0,387.24
2022-07-28,52.0,,,1.5936842105263158,5.450333008102911,136.0,5183.16
2022-07-29,47.0,,,2.502105263157895,6.901849566283687,97.0,276.03
2022-07-30,47.0,,,2.0294736842105263,6.2241443688510385,139.0,287.01
2022-07-31,50.0,,,1.374736842105263,5.001956392168983,48.0,152.73
2022-08-01,48.0,,,1.9978260869565216,6.332854819686308,63.0,174.95
2022-08-02,216.0,,,3.1021052631578945,7.726040230828227,31.0,112.52
2022-08-03,125.0,,,2.980232558139535,7.503941235306117,19.0,56.12
2022-08-04,99.0,,,2.6390804597701147,7.168184816480277,99.0,243.38
2022-08-05,56.0,,,0.7905263157894736,3.9317061881366517,75.0,103.03
2022-08-06,88.0,,,2.4315789473684206,6.889187691946795,63.0,158.13
2022-08-07,127.0,,,1.2824175824175823,5.123358130640344,160.0,444.57
2022-08-08,68.0,,,0.2578947368421053,0.4160971546469204,50.0,112.75
2022-08-09,115.0,,,0.5074074074074074,0.6641356567073724,34.0,91.17
2022-08-10,87.0,,,0.15729166666666666,0.3724018179803742,16.0,43.339999999999996
2022-08-11,62.0,,,0.5208333333333334,0.7439463289450906,51.0,201.09
2022-08-12,52.0,,,0.2708333333333333,0.6066155752536783,99.0,238.93
2022-08-13,58.0,,,0.4666666666666666,0.9517481607040325,35.0,144.24
2022-08-14,53.0,,,3.4343749999999997,7.737561537889803,9.0,34.87
2022-08-15,47.0,,,5.723958333333333,9.462855302838362,47.0,121.47
2022-08-16,47.0,,,5.820833333333333,9.640232762713683,172.0,479.09
2022-08-17,48.0,,,6.255208333333333,9.42657910592973,221.0,483.96
2022-08-18,48.0,,,5.679166666666666,9.706632747675458,55.0,133.2
2022-08-19,59.0,,,5.804166666666666,9.647469443676236,13.0,30.12
2022-08-20,69.0,,,5.64375,9.726846327237013,49.0,133.36
2022-08-21,93.0,,,5.694791666666666,9.699618763985862,100.0,201.07
2022-08-22,93.0,,,5.762499999999999,9.66273634558092,95.0,254.28
2022-08-23,69.0,,,5.933333333333333,9.586785495688893,49.0,116.58
2022-08-24,51.0,,,6.101041666666666,9.496143203722974,60.0,115.89
2022-08-25,77.0,,,5.711458333333333,9.690145507480283,158.0,312.35
2022-08-26,105.0,,,5.6875,9.703827242789039,108.0,222.67
2022-08-27,92.0,,,5.7749999999999995,9.662777196949888,87.0,216.59
2022-08-28,106.0,,,5.6656249999999995,9.714783396832294,63.0,542.94
2022-08-29,130.0,,,5.644791666666666,9.725439995909445,217.0,583.27
2022-08-30,110.0,,,4.486315789473684,8.739913463302978,158.0,401.58
2022-08-31,110.0,,,3.345833333333333,7.3365547151043105,94.0,238.82
2022-09-01,112.0,,,5.175531914893616,9.321413504078887,115.0,250.48
2022-09-02,104.0,,,3.844791666666666,8.07588834666003,164.0,1174.77
2022-09-03,106.0,,,3.0593749999999997,7.069453609870092,96.0,286.1
2022-09-04,85.0,,,1.7104166666666665,4.58152994824509,154.0,365.76
2022-09-05,82.0,,,1.0202247191011236,1.581223618197521,107.0,263.03
2022-09-06,73.0,,,1.4482758620689655,6.048771969715826,78.0,170.3
2022-09-07,124.0,,,1.8643835616438356,6.92365851152196,73.0,181.84
2022-09-08,222.0,,,1.0042105263157894,2.698301900584241,88.0,146.75
2022-09-09,150.0,,,0.771578947368421,1.388069465878874,83.0,184.83
2022-09-10,96.0,,,0.8270833333333334,1.4733048540551468,42.0,119.26
2022-09-11,72.0,,,1.0076923076923077,1.4376856996368055,20.0,51.4
2022-09-12,76.0,,,0.7903225806451613,1.428062271517737,68.0,172.77
2022-09-13,63.0,,,0.7572916666666667,1.8242082517119675,62.0,175.17
2022-09-14,64.0,,,0.8989583333333333,2.5959277741824645,61.0,103.64
2022-09-15,62.0,,,0.9020833333333332,1.519624549660153,29.0,118.26
2022-09-16,54.0,,,0.7572916666666667,1.4706063763070958,127.0,299.73
2022-09-17,54.0,,,0.765625,1.5126016712239465,128.0,368.45
2022-09-18,92.0,,,2.3655555555555554,6.007189720624404,179.0,458.17
2022-09-19,140.0,,,1.049438202247191,1.6299138010884346,93.0,244.56
2022-09-20,131.0,,,1.0260869565217392,1.6113518701693705,90.0,242.62
2022-09-21,84.0,,,1.167857142857143,1.633619730882646,142.0,438.87
2022-09-22,51.0,,,1.1445945945945946,1.6101681943874546,211.0,659.12
2022-09-23,31.0,,,1.074025974025974,1.602005535620454,269.0,762.02
2022-09-24,37.0,,,1.484375,2.662777660342871,217.0,570.76
2022-09-25,24.0,,,1.0903225806451613,1.5800429628259718,262.0,536.92
2022-09-26,66.0,,,0.9239130434782609,1.5702851679994265,172.0,436.1
2022-09-27,75.0,,,0.9472527472527473,1.5758835729231506,171.0,385.64
2022-09-28,108.0,,,0.7000000000000001,1.4188343487140807,108.0,270.12
2022-09-29,124.0,,,1.0329113924050635,1.629119749654611,148.0,366.04
2022-09-30,133.0,,,0.9473118279569893,1.5911843686966844,242.0,526.79
2022-10-01,139.0,,,1.018888888888889,1.6339718235330365,179.0,634.86
2022-10-02,141.0,,,1.1247058823529412,1.6412760629601406,202.0,599.69
2022-10-03,107.0,,,1.1224719101123597,1.6259090330830577,223.0,826.55
2022-10-04,118.0,,,1.3337837837837838,1.6883384899716452,375.0,1466.28
2022-10-05,150.0,,,1.101219512195122,1.6846799822451557,371.0,1184.56
2022-10-06,109.0,,,1.3094594594594595,1.691734047471719,227.0,635.89
2022-10-07,35.0,,,1.4013333333333335,1.6507568561717982,168.0,429.11
2022-10-08,81.0,,,1.3644736842105263,1.6559954868995206,319.0,734.54
2022-10-09,100.0,,,1.3645569620253166,1.625520664096903,335.0,1079.65
