date,AQI,fire_count,frp_sum,frp_max,AQI_7d,fire_7d,wind_mean_kmh,wind_median_kmh,lag_days_est,fire_count_transport_shifted
2021-01-01,462,16,52.589999999999996,7.79,353.5,6.25,,,0,16
2021-01-02,482,0,0.0,0.0,312.6,5.0,,,0,0
2021-01-03,263,5,13.99,7.19,302.5,4.5,,,0,5
2021-01-04,207,4,18.03,7.66,300.42857142857144,4.428571428571429,,,0,4
2021-01-05,149,0,0.0,0.0,269.85714285714283,3.2857142857142856,,,0,0
2021-01-06,252,2,1.4,0.73,247.57142857142858,4.0,,,0,2
2021-01-07,288,4,2.6,0.92,250.57142857142858,4.142857142857143,,,0,4
2021-01-08,248,8,17.43,5.6,261.14285714285717,6.142857142857143,,,0,8
2021-01-09,326,5,22.07,7.25,286.85714285714283,7.285714285714286,,,0,5
2021-01-10,284,6,13.35,4.58,304.85714285714283,8.285714285714286,,,0,6
2021-01-11,281,18,70.84,15.1,324.0,8.714285714285714,,,0,18
2021-01-12,329,8,16.78,3.5,353.7142857142857,8.571428571428571,,,0,8
2021-01-13,378,9,23.189999999999998,6.35,362.57142857142856,8.571428571428571,,,0,9
2021-01-14,422,7,23.99,4.4,370.85714285714283,12.714285714285714,,,0,7
2021-01-15,456,7,13.280000000000001,4.4,388.0,12.857142857142858,,,0,7
2021-01-16,388,5,13.95,9.5,398.14285714285717,16.142857142857142,,,0,5
2021-01-17,342,35,135.69,7.72,390.14285714285717,17.428571428571427,,,0,35
2021-01-18,401,19,49.05,6.54,376.7142857142857,20.142857142857142,,,0,19
2021-01-19,400,31,126.63,9.2,370.42857142857144,19.714285714285715,,,0,31
2021-01-20,322,18,73.67,22.05,366.7142857142857,19.857142857142858,,,0,18
2021-01-21,328,26,158.05,42.67,370.7142857142857,15.857142857142858,,,0,26
2021-01-22,412,4,18.12,10.16,362.7142857142857,13.714285714285714,,,0,4
2021-01-23,362,6,17.97,4.46,358.2857142857143,12.428571428571429,,,0,6
2021-01-24,370,7,17.59,6.18,365.2857142857143,14.571428571428571,,,0,7
2021-01-25,345,4,13.93,6.61,371.7142857142857,15.857142857142858,,,0,4
2021-01-26,369,22,78.58,10.37,375.7142857142857,20.857142857142858,,,0,22
2021-01-27,371,33,106.88,9.29,375.85714285714283,23.285714285714285,,,0,33
2021-01-28,373,35,121.87,9.72,375.57142857142856,26.857142857142858,,,0,35
2021-01-29,440,39,142.60999999999999,10.43,383.42857142857144,29.857142857142858,,,0,39
2021-01-30,363,23,128.84,24.07,389.0,32.142857142857146,,,0,23
2021-01-31,368,32,149.46,9.73,388.42857142857144,30.714285714285715,,,0,32
2021-02-01,400,25,93.11,8.02,385.42857142857144,26.142857142857142,,,0,25
2021-02-02,408,38,165.82,11.96,342.85714285714283,21.857142857142858,,,0,38
2021-02-03,367,23,95.5,14.54,328.2857142857143,21.714285714285715,,,0,23
2021-02-04,352,3,2.51,1.34,315.57142857142856,22.142857142857142,,,0,3
2021-02-05,142,9,20.89,4.28,312.0,22.571428571428573,,,0,9
2021-02-06,261,22,92.6,12.82,308.7142857142857,23.0,,,0,22
2021-02-07,279,35,240.86,23.03,307.57142857142856,28.0,,,0,35
2021-02-08,375,28,137.92000000000002,38.56,310.14285714285717,30.285714285714285,,,0,28
2021-02-09,385,41,173.10999999999999,15.55,334.14285714285717,30.571428571428573,,,0,41
2021-02-10,359,58,339.3,33.22,342.42857142857144,30.714285714285715,,,0,58
2021-02-11,370,19,74.17999999999999,10.47,355.57142857142856,31.428571428571427,,,0,19
2021-02-12,310,11,60.24,16.96,349.85714285714283,29.857142857142858,,,0,11
2021-02-13,319,23,88.79,13.06,344.0,25.428571428571427,,,0,23
2021-02-14,371,40,164.94,24.32,345.14285714285717,20.571428571428573,,,0,40
2021-02-15,335,17,62.11,15.42,340.14285714285717,24.571428571428573,,,0,17
2021-02-16,344,10,61.25,13.11,344.42857142857144,29.285714285714285,,,0,10
2021-02-17,367,24,93.24,9.76,340.7142857142857,30.285714285714285,,,0,24
2021-02-18,335,47,227.0,52.72,338.57142857142856,29.714285714285715,,,0,47
2021-02-19,340,44,149.06,10.09,341.0,32.142857142857146,,,0,44
2021-02-20,293,30,149.79,21.17,340.2857142857143,33.285714285714285,,,0,30
2021-02-21,356,36,150.49,11.55,337.85714285714283,35.42857142857143,,,0,36
2021-02-22,352,34,140.39,13.36,338.14285714285717,35.285714285714285,,,0,34
2021-02-23,339,18,68.03,8.36,331.7142857142857,35.285714285714285,,,0,18
