date,avg_aqi,fire_count,avg_frp,total_frp,avg_distance,avg_wind_speed,max_wind_speed
2024-07-05,360.88235294117646,2.0,3.38,6.76,426.1428734759803,1.3395833333333333,2.82
2024-07-06,360.88235294117646,0.0,0.0,0.0,0.0,1.4769999999999999,3.69
2024-07-07,360.88235294117646,0.0,0.0,0.0,0.0,0.745,1.3
2024-07-08,360.88235294117646,16.0,4.320625,69.13,362.95401187874637,1.3804347826086956,2.84
2024-07-09,360.88235294117646,32.0,2.9440625000000002,94.21000000000001,339.99591530554005,1.286086956521739,3.31
2024-07-10,360.88235294117646,2.0,3.4050000000000002,6.8100000000000005,276.3381792110104,1.1504166666666666,4.19
2024-07-11,360.88235294117646,21.0,5.822857142857143,122.28,326.2021102122033,0.9792857142857143,2.19
2024-07-12,360.88235294117646,4.0,5.41,21.64,433.4469266212207,1.9183333333333332,6.68
2024-07-13,360.88235294117646,0.0,0.0,0.0,0.0,1.24125,2.69
2024-07-14,360.88235294117646,19.0,2.763157894736842,52.5,348.06820227718777,1.45,3.37
2024-07-15,360.88235294117646,5.0,2.5100000000000002,12.55,303.6126547377853,0.9304347826086956,2.13
2024-07-16,360.88235294117646,19.0,4.768947368421053,90.61,391.9032772669713,1.2313636363636364,3.04
2024-07-17,360.88235294117646,4.0,4.15,16.6,417.4387506440481,1.304782608695652,3.48
2024-07-18,360.88235294117646,6.0,3.235,19.41,371.9937722243126,1.3129166666666665,4.46
2024-07-19,360.88235294117646,4.0,3.24,12.96,428.9566208273267,1.0547619047619048,2.61
2024-07-20,360.88235294117646,3.0,10.456666666666665,31.369999999999997,391.2680382005512,1.0733333333333333,2.56
2024-07-21,360.88235294117646,2.0,3.075,6.15,363.7621939043684,1.19,3.26
2024-07-22,360.88235294117646,3.0,3.0066666666666664,9.02,425.05435844457133,1.1644999999999999,3.03
2024-07-23,360.88235294117646,0.0,0.0,0.0,0.0,1.5659090909090907,4.72
2024-07-24,360.88235294117646,1.0,1.04,1.04,455.5519522150938,0.947391304347826,2.57
2024-07-25,360.88235294117646,1.0,6.45,6.45,372.0462850358311,1.4418181818181819,4.07
2024-07-26,360.88235294117646,0.0,0.0,0.0,0.0,1.3436842105263158,3.18
2024-07-27,360.88235294117646,0.0,0.0,0.0,0.0,1.2945454545454547,3.36
2024-07-28,360.88235294117646,0.0,0.0,0.0,0.0,1.526111111111111,3.84
2024-07-29,360.88235294117646,1.0,1.0,1.0,256.48439496775734,1.097,1.76
2024-07-30,360.88235294117646,16.0,4.26875,68.3,408.149026155058,1.2045833333333333,3.31
2024-07-31,360.88235294117646,0.0,0.0,0.0,0.0,1.2804166666666668,2.87
2024-08-01,360.88235294117646,0.0,0.0,0.0,0.0,1.115,4.03
2024-08-02,360.88235294117646,0.0,0.0,0.0,0.0,1.2420833333333334,3.49
2024-08-03,360.88235294117646,0.0,0.0,0.0,0.0,1.3663636363636364,3.58
2024-08-04,360.88235294117646,2.0,1.5299999999999998,3.0599999999999996,378.7059325434824,1.4447826086956521,3.54
2024-08-05,360.88235294117646,0.0,0.0,0.0,0.0,1.1054545454545455,2.68
2024-08-06,360.88235294117646,3.0,5.296666666666667,15.89,430.01231704095807,1.222608695652174,3.19
2024-08-07,360.88235294117646,1.0,0.82,0.82,455.5708472229958,1.0815789473684212,2.48
2024-08-08,360.88235294117646,0.0,0.0,0.0,0.0,1.113913043478261,3.24
2024-08-09,360.88235294117646,2.0,2.59,5.18,445.6022826256124,0.8091304347826087,1.83
2024-08-10,360.88235294117646,1.0,2.09,2.09,310.21106669524227,1.3704166666666666,2.77
2024-08-11,360.88235294117646,0.0,0.0,0.0,0.0,1.2304761904761905,3.69
2024-08-12,360.88235294117646,1.0,2.67,2.67,289.7796279401095,1.0033333333333334,2.01
2024-08-13,360.88235294117646,1.0,1.89,1.89,288.8153466507686,1.1016666666666668,2.68
2024-08-14,360.88235294117646,3.0,1.6966666666666665,5.09,440.35127750089777,0.8458333333333333,2.55
2024-08-15,360.88235294117646,0.0,0.0,0.0,0.0,1.1339130434782607,3.11
2024-08-16,360.88235294117646,0.0,0.0,0.0,0.0,1.4643478260869565,2.72
2024-08-17,360.88235294117646,0.0,0.0,0.0,0.0,1.4785,4.51
2024-08-18,360.88235294117646,2.0,4.07,8.14,382.8448226210344,1.2105882352941175,2.09
2024-08-19,360.88235294117646,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-20,360.88235294117646,7.0,4.602857142857142,32.22,372.81610417274953,0.0,0.0
2024-08-21,360.88235294117646,0.0,0.0,0.0,0.0,1.3125,3.0
2024-08-22,360.88235294117646,2.0,6.355,12.71,340.8308453126216,1.127142857142857,2.53
2024-08-23,360.88235294117646,1.0,0.42,0.42,288.8162163664393,0.9705263157894738,2.69
2024-08-24,360.88235294117646,4.0,4.734999999999999,18.939999999999998,427.73141550046194,1.061764705882353,2.28
2024-08-25,360.88235294117646,7.0,5.315714285714286,37.21,427.53436725361007,2.15,2.15
2024-08-26,360.88235294117646,10.0,2.988,29.88,412.15412997263155,0.0,0.0
2024-08-27,360.88235294117646,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-28,360.88235294117646,1.0,3.95,3.95,167.53128928506473,1.3984999999999999,2.72
2024-08-29,360.88235294117646,0.0,0.0,0.0,0.0,1.3355000000000001,3.14
2024-08-30,360.88235294117646,2.0,1.935,3.87,372.2955538115854,1.6416666666666666,3.59
2024-08-31,360.88235294117646,6.0,3.0066666666666664,18.04,366.3293343361379,1.07125,3.53
2024-09-01,360.88235294117646,9.0,4.635555555555555,41.72,333.8292117261984,1.1079166666666667,2.93
2024-09-02,360.88235294117646,2.0,11.695,23.39,358.91959786058663,1.3208695652173912,2.65
2024-09-03,360.88235294117646,1.0,3.19,3.19,425.90880701512697,1.44125,3.58
2024-09-04,360.88235294117646,2.0,2.595,5.19,440.5146238946827,0.9425,1.96
2024-09-05,360.88235294117646,7.0,4.307142857142857,30.15,420.789888402001,0.94,2.69
2024-09-06,360.88235294117646,4.0,3.755,15.02,384.9404456648754,0.9708333333333333,2.89
2024-09-07,360.88235294117646,8.0,6.46625,51.73,426.1506118389042,0.9704545454545456,2.27
2024-09-08,360.88235294117646,11.0,4.370909090909091,48.08,417.7353430544081,1.155909090909091,2.7
2024-09-09,360.88235294117646,16.0,5.2225,83.56,420.59830358491985,0.9977272727272727,2.03
2024-09-10,360.88235294117646,16.0,4.0875,65.4,427.9529306413303,1.7558333333333334,8.03
2024-09-11,360.88235294117646,15.0,4.2059999999999995,63.089999999999996,417.2585103528124,1.43625,2.91
2024-09-12,360.88235294117646,9.0,4.307777777777777,38.769999999999996,427.02358468001023,1.289047619047619,3.02
2024-09-13,360.88235294117646,21.0,8.586666666666666,180.32,417.87901915379086,1.3733333333333333,3.92
2024-09-14,360.88235294117646,15.0,5.596666666666667,83.95,411.33086420396296,0.8445454545454546,1.96
2024-09-15,360.88235294117646,31.0,6.033870967741936,187.05,424.94940836236066,0.9834782608695651,3.53
2024-09-16,360.88235294117646,34.0,5.126176470588235,174.29,416.36656827752944,0.9456521739130435,3.06
2024-09-17,360.88235294117646,21.0,7.331428571428572,153.96,415.6128273814836,1.1855555555555555,3.61
2024-09-18,360.88235294117646,10.0,5.961,59.61,418.6755675022529,1.8343478260869563,4.54
2024-09-19,360.88235294117646,2.0,1.9,3.8,181.91980200121336,1.604782608695652,4.94
2024-09-20,360.88235294117646,23.0,8.307826086956522,191.08,386.72886139055123,1.2870833333333334,2.93
2024-09-21,360.88235294117646,50.0,6.086,304.3,397.12495187045425,1.2521739130434784,2.51
2024-09-22,360.88235294117646,64.0,3.93203125,251.65,374.2752571487497,1.2025,3.41
2024-09-23,360.88235294117646,32.0,4.6634375,149.23,384.0094143906343,1.1183333333333334,3.52
